componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,93,222,153,BRC0209C,Nome não encontrado
Energia,kcal,22,52,36,BRC0209C,Nome não encontrado
Umidade,g,"94,4",226,155,BRC0209C,Nome não encontrado
Carboidrato total,g,"4,89","11,7","8,07",BRC0209C,Nome não encontrado
Carboidrato disponível,g,"4,80","11,5","7,92",BRC0209C,Nome não encontrado
Proteína,g,"0,52","1,26","0,86",BRC0209C,Nome não encontrado
Lipídios,g,"0,04","0,10","0,07",BRC0209C,Nome não encontrado
Fibra alimentar,g,"0,10","0,23","0,16",BRC0209C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Cinzas,g,"0,17","0,40","0,27",BRC0209C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Cálcio,mg,"6,05","14,5","9,97",BRC0209C,Nome não encontrado
Ferro,mg,"0,14","0,33","0,22",BRC0209C,Nome não encontrado
Sódio,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Magnésio,mg,"6,05","14,5","9,97",BRC0209C,Nome não encontrado
Fósforo,mg,"7,34","17,6","12,1",BRC0209C,Nome não encontrado
Potássio,mg,"62,7",150,103,BRC0209C,Nome não encontrado
Manganês,mg,"0,08","0,20","0,14",BRC0209C,Nome não encontrado
Zinco,mg,"0,06","0,14","0,10",BRC0209C,Nome não encontrado
Cobre,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Selênio,mcg,"0,45","1,08","0,74",BRC0209C,Nome não encontrado
Vitamina A (RE),mcg,"73,2",175,120,BRC0209C,Nome não encontrado
Vitamina A (RAE),mcg,"36,6","87,8","60,4",BRC0209C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0209C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Vitamina C,mg,"3,71","8,89","6,11",BRC0209C,Nome não encontrado
Equivalente de folato,mcg,"1,97","4,74","3,26",BRC0209C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0209C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0209C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0209C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0209C,Nome não encontrado
