componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,818,BRC1059F,Nome não encontrado
Energia,kcal,196,BRC1059F,Nome não encontrado
Umidade,g,"63,6",BRC1059F,Nome não encontrado
Carboidrato total,g,"2,16",BRC1059F,Nome não encontrado
Carboidrato disponível,g,"2,03",BRC1059F,Nome não encontrado
Proteína,g,"21,9",BRC1059F,Nome não encontrado
Lipídios,g,"11,1",BRC1059F,Nome não encontrado
Fibra alimentar,g,"0,12",BRC1059F,Nome não encontrado
Álcool,g,"0,00",BRC1059F,Nome não encontrado
Cinzas,g,"1,30",BRC1059F,Nome não encontrado
Colesterol,mg,159,BRC1059F,Nome não encontrado
Ácidos graxos saturados,g,"3,45",BRC1059F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,08",BRC1059F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,15",BRC1059F,Nome não encontrado
Ácidos graxos trans,g,,BRC1059F,Nome não encontrado
Cálcio,mg,"12,6",BRC1059F,Nome não encontrado
Ferro,mg,"12,4",BRC1059F,Nome não encontrado
Sódio,mg,100,BRC1059F,Nome não encontrado
Magnésio,mg,"22,5",BRC1059F,Nome não encontrado
Fósforo,mg,260,BRC1059F,Nome não encontrado
Potássio,mg,334,BRC1059F,Nome não encontrado
Manganês,mg,"0,17",BRC1059F,Nome não encontrado
Zinco,mg,"4,60",BRC1059F,Nome não encontrado
Cobre,mg,"0,46",BRC1059F,Nome não encontrado
Selênio,mcg,"29,1",BRC1059F,Nome não encontrado
Vitamina A (RE),mcg,2060,BRC1059F,Nome não encontrado
Vitamina A (RAE),mcg,2060,BRC1059F,Nome não encontrado
Vitamina D,mcg,,BRC1059F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69",BRC1059F,Nome não encontrado
Tiamina,mg,"0,33",BRC1059F,Nome não encontrado
Riboflavina,mg,"1,85",BRC1059F,Nome não encontrado
Niacina,mg,"8,66",BRC1059F,Nome não encontrado
Vitamina B6,mg,"0,35",BRC1059F,Nome não encontrado
Vitamina B12,mcg,"10,3",BRC1059F,Nome não encontrado
Vitamina C,mg,"11,5",BRC1059F,Nome não encontrado
Equivalente de folato,mcg,"87,7",BRC1059F,Nome não encontrado
Sal de adição,g,"0,00",BRC1059F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC1059F,Nome não encontrado
Gordura de adição,g,-,BRC1059F,Nome não encontrado
Proteína vegetal,g,-,BRC1059F,Nome não encontrado
Proteína animal,g,-,BRC1059F,Nome não encontrado
