componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,641,128,833,BRC1005B,Nome não encontrado
Energia,kcal,154,30,200,BRC1005B,Nome não encontrado
Umidade,g,"73,9","14,8","96,0",BRC1005B,Nome não encontrado
Carboidrato total,g,"7,21","1,44","9,37",BRC1005B,Nome não encontrado
Carboidrato disponível,g,"6,26","1,25","8,14",BRC1005B,Nome não encontrado
Proteína,g,"5,76","1,15","7,49",BRC1005B,Nome não encontrado
Lipídios,g,"11,6","2,32","15,1",BRC1005B,Nome não encontrado
Fibra alimentar,g,"0,95","0,19","1,24",BRC1005B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1005B,Nome não encontrado
Cinzas,g,"1,56","0,31","2,03",BRC1005B,Nome não encontrado
Colesterol,mg,"34,0","6,80","44,2",BRC1005B,Nome não encontrado
Ácidos graxos saturados,g,"6,48","1,30","8,43",BRC1005B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,83","0,57","3,68",BRC1005B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,26","0,05","0,34",BRC1005B,Nome não encontrado
Ácidos graxos trans,g,"0,32","0,06","0,41",BRC1005B,Nome não encontrado
Cálcio,mg,184,"36,8",239,BRC1005B,Nome não encontrado
Ferro,mg,"0,42","0,08","0,54",BRC1005B,Nome não encontrado
Sódio,mg,334,"67,0",435,BRC1005B,Nome não encontrado
Magnésio,mg,"20,1","4,02","26,1",BRC1005B,Nome não encontrado
Fósforo,mg,142,"28,5",185,BRC1005B,Nome não encontrado
Potássio,mg,150,"30,2",196,BRC1005B,Nome não encontrado
Manganês,mg,"0,22","0,04","0,29",BRC1005B,Nome não encontrado
Zinco,mg,"0,74","0,15","0,96",BRC1005B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,07",BRC1005B,Nome não encontrado
Selênio,mcg,"5,12","1,02","6,66",BRC1005B,Nome não encontrado
Vitamina A (RE),mcg,151,"30,2",196,BRC1005B,Nome não encontrado
Vitamina A (RAE),mcg,115,"23,2",150,BRC1005B,Nome não encontrado
Vitamina D,mcg,"0,77","0,15","1,00",BRC1005B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,81","0,16","1,05",BRC1005B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,06",BRC1005B,Nome não encontrado
Riboflavina,mg,"0,20","0,04","0,26",BRC1005B,Nome não encontrado
Niacina,mg,"0,66","0,13","0,86",BRC1005B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC1005B,Nome não encontrado
Vitamina B12,mcg,"0,30","0,06","0,39",BRC1005B,Nome não encontrado
Vitamina C,mg,"0,53","0,11","0,69",BRC1005B,Nome não encontrado
Equivalente de folato,mcg,"31,3","6,25","40,6",BRC1005B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,42",BRC1005B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1005B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1005B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1005B,Nome não encontrado
Proteína animal,g,-,-,-,BRC1005B,Nome não encontrado
