componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1189,BRC0980A,Nome não encontrado
Energia,kcal,284,BRC0980A,Nome não encontrado
Umidade,g,"42,4",BRC0980A,Nome não encontrado
Carboidrato total,g,"25,9",BRC0980A,Nome não encontrado
Carboidrato disponível,g,"23,9",BRC0980A,Nome não encontrado
Proteína,g,"15,7",BRC0980A,Nome não encontrado
Lipídios,g,"13,5",BRC0980A,Nome não encontrado
Fibra alimentar,g,"1,97",BRC0980A,Nome não encontrado
Álcool,g,"0,00",BRC0980A,Nome não encontrado
Cinzas,g,"2,78",BRC0980A,Nome não encontrado
Colesterol,mg,"37,0",BRC0980A,Nome não encontrado
Ácidos graxos saturados,g,"5,64",BRC0980A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,38",BRC0980A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,00",BRC0980A,Nome não encontrado
Ácidos graxos trans,g,"0,20",BRC0980A,Nome não encontrado
Cálcio,mg,240,BRC0980A,Nome não encontrado
Ferro,mg,"2,02",BRC0980A,Nome não encontrado
Sódio,mg,695,BRC0980A,Nome não encontrado
Magnésio,mg,"20,6",BRC0980A,Nome não encontrado
Fósforo,mg,252,BRC0980A,Nome não encontrado
Potássio,mg,147,BRC0980A,Nome não encontrado
Manganês,mg,"0,04",BRC0980A,Nome não encontrado
Zinco,mg,"1,28",BRC0980A,Nome não encontrado
Cobre,mg,"0,08",BRC0980A,Nome não encontrado
Selênio,mcg,"18,6",BRC0980A,Nome não encontrado
Vitamina A (RE),mcg,156,BRC0980A,Nome não encontrado
Vitamina A (RAE),mcg,"55,8",BRC0980A,Nome não encontrado
Vitamina D,mcg,"0,11",BRC0980A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67",BRC0980A,Nome não encontrado
Tiamina,mg,"0,28",BRC0980A,Nome não encontrado
Riboflavina,mg,"0,17",BRC0980A,Nome não encontrado
Niacina,mg,"3,76",BRC0980A,Nome não encontrado
Vitamina B6,mg,"0,05",BRC0980A,Nome não encontrado
Vitamina B12,mcg,"0,24",BRC0980A,Nome não encontrado
Vitamina C,mg,"0,98",BRC0980A,Nome não encontrado
Equivalente de folato,mcg,"77,1",BRC0980A,Nome não encontrado
Sal de adição,g,,BRC0980A,Nome não encontrado
Açúcar de adição,g,,BRC0980A,Nome não encontrado
Gordura de adição,g,-,BRC0980A,Nome não encontrado
Proteína vegetal,g,-,BRC0980A,Nome não encontrado
Proteína animal,g,-,BRC0980A,Nome não encontrado
