componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,826,413,BRC0034T,Nome não encontrado
Energia,kcal,196,98,BRC0034T,Nome não encontrado
Umidade,g,"54,8","27,4",BRC0034T,Nome não encontrado
Carboidrato total,g,"26,1","13,1",BRC0034T,Nome não encontrado
Carboidrato disponível,g,"23,7","11,9",BRC0034T,Nome não encontrado
Proteína,g,"10,8","5,39",BRC0034T,Nome não encontrado
Lipídios,g,"5,97","2,99",BRC0034T,Nome não encontrado
Fibra alimentar,g,"2,40","1,20",BRC0034T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0034T,Nome não encontrado
Cinzas,g,"2,40","1,20",BRC0034T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0034T,Nome não encontrado
Ácidos graxos saturados,g,"0,87","0,43",BRC0034T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,32","0,66",BRC0034T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,37","1,68",BRC0034T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0034T,Nome não encontrado
Cálcio,mg,"84,8","42,4",BRC0034T,Nome não encontrado
Ferro,mg,"6,91","3,45",BRC0034T,Nome não encontrado
Sódio,mg,"23,8","11,9",BRC0034T,Nome não encontrado
Magnésio,mg,"18,6","9,29",BRC0034T,Nome não encontrado
Fósforo,mg,369,184,BRC0034T,Nome não encontrado
Potássio,mg,757,378,BRC0034T,Nome não encontrado
Manganês,mg,,traços,BRC0034T,Nome não encontrado
Zinco,mg,"1,92","0,96",BRC0034T,Nome não encontrado
Cobre,mg,,traços,BRC0034T,Nome não encontrado
Selênio,mcg,,traços,BRC0034T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0034T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0034T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0034T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0034T,Nome não encontrado
Tiamina,mg,"0,08","0,04",BRC0034T,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC0034T,Nome não encontrado
Niacina,mg,"0,69","0,34",BRC0034T,Nome não encontrado
Vitamina B6,mg,"0,05","0,02",BRC0034T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0034T,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0034T,Nome não encontrado
Equivalente de folato,mcg,"83,8","41,9",BRC0034T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0034T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0034T,Nome não encontrado
Gordura de adição,g,,traços,BRC0034T,Nome não encontrado
Proteína vegetal,g,"10,8","5,39",BRC0034T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0034T,Nome não encontrado
