componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,224,538,370,BRC0080G,Nome não encontrado
Energia,kcal,54,128,88,BRC0080G,Nome não encontrado
Umidade,g,"88,7",212,146,BRC0080G,Nome não encontrado
Carboidrato total,g,"6,11","14,7","10,1",BRC0080G,Nome não encontrado
Carboidrato disponível,g,"5,59","13,4","9,22",BRC0080G,Nome não encontrado
Proteína,g,"2,27","5,44","3,74",BRC0080G,Nome não encontrado
Lipídios,g,"2,34","5,62","3,86",BRC0080G,Nome não encontrado
Fibra alimentar,g,"0,53","1,26","0,87",BRC0080G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0080G,Nome não encontrado
Cinzas,g,"0,60","1,45","1,00",BRC0080G,Nome não encontrado
Colesterol,mg,"8,47","20,3","14,0",BRC0080G,Nome não encontrado
Ácidos graxos saturados,g,"1,39","3,32","2,29",BRC0080G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,66","1,58","1,09",BRC0080G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,42","0,29",BRC0080G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0080G,Nome não encontrado
Cálcio,mg,"78,3",187,129,BRC0080G,Nome não encontrado
Ferro,mg,"0,14","0,33","0,23",BRC0080G,Nome não encontrado
Sódio,mg,"47,1",113,"77,8",BRC0080G,Nome não encontrado
Magnésio,mg,"10,1","24,3","16,7",BRC0080G,Nome não encontrado
Fósforo,mg,"65,2",156,107,BRC0080G,Nome não encontrado
Potássio,mg,123,295,203,BRC0080G,Nome não encontrado
Manganês,mg,"0,06","0,15","0,10",BRC0080G,Nome não encontrado
Zinco,mg,"0,29","0,70","0,48",BRC0080G,Nome não encontrado
Cobre,mg,"0,03","0,07","0,05",BRC0080G,Nome não encontrado
Selênio,mcg,"3,41","8,17","5,62",BRC0080G,Nome não encontrado
Vitamina A (RE),mcg,"36,8","88,3","60,7",BRC0080G,Nome não encontrado
Vitamina A (RAE),mcg,"34,8","83,6","57,5",BRC0080G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0080G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,42","0,29",BRC0080G,Nome não encontrado
Tiamina,mg,"0,03","0,06","0,04",BRC0080G,Nome não encontrado
Riboflavina,mg,"0,17","0,42","0,29",BRC0080G,Nome não encontrado
Niacina,mg,"1,04","2,50","1,72",BRC0080G,Nome não encontrado
Vitamina B6,mg,"0,01","0,02","0,01",BRC0080G,Nome não encontrado
Vitamina B12,mcg,"0,26","0,61","0,42",BRC0080G,Nome não encontrado
Vitamina C,mg,"22,0","52,8","36,3",BRC0080G,Nome não encontrado
Equivalente de folato,mcg,"3,55","8,52","5,86",BRC0080G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0080G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0080G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0080G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0080G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0080G,Nome não encontrado
