componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,826,578,412,BRC0688B,Nome não encontrado
Energia,kcal,198,138,99,BRC0688B,Nome não encontrado
Umidade,g,"66,2","46,4","33,1",BRC0688B,Nome não encontrado
Carboidrato total,g,"10,2","7,13","5,09",BRC0688B,Nome não encontrado
Carboidrato disponível,g,"9,22","6,46","4,61",BRC0688B,Nome não encontrado
Proteína,g,"8,57","6,00","4,29",BRC0688B,Nome não encontrado
Lipídios,g,"13,9","9,75","6,97",BRC0688B,Nome não encontrado
Fibra alimentar,g,"0,96","0,67","0,48",BRC0688B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0688B,Nome não encontrado
Cinzas,g,"1,07","0,75","0,53",BRC0688B,Nome não encontrado
Colesterol,mg,"25,4","17,7","12,7",BRC0688B,Nome não encontrado
Ácidos graxos saturados,g,"5,35","3,74","2,67",BRC0688B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,96","3,47","2,48",BRC0688B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,55","1,78","1,27",BRC0688B,Nome não encontrado
Ácidos graxos trans,g,"0,22","0,15","0,11",BRC0688B,Nome não encontrado
Cálcio,mg,120,"84,4","60,3",BRC0688B,Nome não encontrado
Ferro,mg,"0,35","0,24","0,17",BRC0688B,Nome não encontrado
Sódio,mg,231,162,115,BRC0688B,Nome não encontrado
Magnésio,mg,"9,36","6,55","4,68",BRC0688B,Nome não encontrado
Fósforo,mg,106,"74,2","53,0",BRC0688B,Nome não encontrado
Potássio,mg,175,122,"87,8",BRC0688B,Nome não encontrado
Manganês,mg,"0,07","0,05","0,03",BRC0688B,Nome não encontrado
Zinco,mg,"0,81","0,57","0,41",BRC0688B,Nome não encontrado
Cobre,mg,"0,06","0,04","0,03",BRC0688B,Nome não encontrado
Selênio,mcg,"0,24","0,17","0,12",BRC0688B,Nome não encontrado
Vitamina A (RE),mcg,"9,08","6,35","4,54",BRC0688B,Nome não encontrado
Vitamina A (RAE),mcg,"5,55","3,89","2,78",BRC0688B,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0688B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,15","0,11",BRC0688B,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0688B,Nome não encontrado
Riboflavina,mg,"0,03","0,02","0,02",BRC0688B,Nome não encontrado
Niacina,mg,"1,72","1,21","0,86",BRC0688B,Nome não encontrado
Vitamina B6,mg,"0,07","0,05","0,03",BRC0688B,Nome não encontrado
Vitamina B12,mcg,"0,63","0,44","0,31",BRC0688B,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0688B,Nome não encontrado
Equivalente de folato,mcg,"15,1","10,5","7,53",BRC0688B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,24",BRC0688B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0688B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0688B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0688B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0688B,Nome não encontrado
