componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,191,38,BRC0389B,Nome não encontrado
Energia,kcal,46,9,BRC0389B,Nome não encontrado
Umidade,g,"87,5","17,5",BRC0389B,Nome não encontrado
Carboidrato total,g,"7,93","1,59",BRC0389B,Nome não encontrado
Carboidrato disponível,g,"4,98","1,00",BRC0389B,Nome não encontrado
Proteína,g,"1,96","0,39",BRC0389B,Nome não encontrado
Lipídios,g,"1,32","0,26",BRC0389B,Nome não encontrado
Fibra alimentar,g,"2,94","0,59",BRC0389B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0389B,Nome não encontrado
Cinzas,g,"1,28","0,26",BRC0389B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0389B,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,04",BRC0389B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,06",BRC0389B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,73","0,15",BRC0389B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0389B,Nome não encontrado
Cálcio,mg,"17,3","3,46",BRC0389B,Nome não encontrado
Ferro,mg,"0,65","0,13",BRC0389B,Nome não encontrado
Sódio,mg,205,"41,0",BRC0389B,Nome não encontrado
Magnésio,mg,"18,2","3,64",BRC0389B,Nome não encontrado
Fósforo,mg,"42,0","8,40",BRC0389B,Nome não encontrado
Potássio,mg,336,"67,2",BRC0389B,Nome não encontrado
Manganês,mg,"0,18","0,04",BRC0389B,Nome não encontrado
Zinco,mg,"0,29","0,06",BRC0389B,Nome não encontrado
Cobre,mg,"0,12","0,02",BRC0389B,Nome não encontrado
Selênio,mcg,"0,37","0,07",BRC0389B,Nome não encontrado
Vitamina A (RE),mcg,143,"28,6",BRC0389B,Nome não encontrado
Vitamina A (RAE),mcg,"77,6","15,5",BRC0389B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0389B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,85","0,17",BRC0389B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0389B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0389B,Nome não encontrado
Niacina,mg,"0,06","0,01",BRC0389B,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC0389B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0389B,Nome não encontrado
Vitamina C,mg,"20,6","4,12",BRC0389B,Nome não encontrado
Equivalente de folato,mcg,"19,2","3,84",BRC0389B,Nome não encontrado
Sal de adição,g,"0,50","0,10",BRC0389B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0389B,Nome não encontrado
Gordura de adição,g,"1,00","0,20",BRC0389B,Nome não encontrado
Proteína vegetal,g,"1,96","0,39",BRC0389B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0389B,Nome não encontrado
