componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,1120,895,BRC0061T,Nome não encontrado
Energia,kcal,270,216,BRC0061T,Nome não encontrado
Umidade,g,"50,5","40,4",BRC0061T,Nome não encontrado
Carboidrato total,g,"19,1","15,3",BRC0061T,Nome não encontrado
Carboidrato disponível,g,"9,76","7,80",BRC0061T,Nome não encontrado
Proteína,g,"8,35","6,68",BRC0061T,Nome não encontrado
Lipídios,g,"19,9","15,9",BRC0061T,Nome não encontrado
Fibra alimentar,g,"9,36","7,49",BRC0061T,Nome não encontrado
Álcool,g,,,BRC0061T,Nome não encontrado
Cinzas,g,"2,15","1,72",BRC0061T,Nome não encontrado
Colesterol,mg,"25,5","20,4",BRC0061T,Nome não encontrado
Ácidos graxos saturados,g,"9,10","7,28",BRC0061T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,80","6,24",BRC0061T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,10","1,68",BRC0061T,Nome não encontrado
Ácidos graxos trans,g,,,BRC0061T,Nome não encontrado
Cálcio,mg,124,"99,5",BRC0061T,Nome não encontrado
Ferro,mg,"1,93","1,55",BRC0061T,Nome não encontrado
Sódio,mg,304,243,BRC0061T,Nome não encontrado
Magnésio,mg,"51,1","40,9",BRC0061T,Nome não encontrado
Fósforo,mg,141,113,BRC0061T,Nome não encontrado
Potássio,mg,353,282,BRC0061T,Nome não encontrado
Manganês,mg,"0,60","0,48",BRC0061T,Nome não encontrado
Zinco,mg,"1,19","0,96",BRC0061T,Nome não encontrado
Cobre,mg,"0,23","0,18",BRC0061T,Nome não encontrado
Selênio,mcg,,,BRC0061T,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0061T,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0061T,Nome não encontrado
Vitamina D,mcg,,,BRC0061T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0061T,Nome não encontrado
Tiamina,mg,"0,06","0,05",BRC0061T,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0061T,Nome não encontrado
Niacina,mg,traços,traços,BRC0061T,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0061T,Nome não encontrado
Vitamina B12,mcg,,,BRC0061T,Nome não encontrado
Vitamina C,mg,,,BRC0061T,Nome não encontrado
Equivalente de folato,mcg,,,BRC0061T,Nome não encontrado
Sal de adição,g,,,BRC0061T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0061T,Nome não encontrado
Gordura de adição,g,-,-,BRC0061T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0061T,Nome não encontrado
Proteína animal,g,-,-,BRC0061T,Nome não encontrado
