componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,468,196,140,BRC0298B,Nome não encontrado
Energia,kcal,111,46,33,BRC0298B,Nome não encontrado
Umidade,g,"73,6","30,9","22,1",BRC0298B,Nome não encontrado
Carboidrato total,g,"22,5","9,46","6,76",BRC0298B,Nome não encontrado
Carboidrato disponível,g,"19,9","8,34","5,96",BRC0298B,Nome não encontrado
Proteína,g,"0,83","0,35","0,25",BRC0298B,Nome não encontrado
Lipídios,g,"2,56","1,08","0,77",BRC0298B,Nome não encontrado
Fibra alimentar,g,"2,68","1,12","0,80",BRC0298B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Cinzas,g,"0,46","0,19","0,14",BRC0298B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,17","0,12",BRC0298B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,56","0,23","0,17",BRC0298B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,51","0,63","0,45",BRC0298B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Cálcio,mg,"21,0","8,83","6,31",BRC0298B,Nome não encontrado
Ferro,mg,"0,23","0,10","0,07",BRC0298B,Nome não encontrado
Sódio,mg,"3,31","1,39","0,99",BRC0298B,Nome não encontrado
Magnésio,mg,"13,7","5,75","4,10",BRC0298B,Nome não encontrado
Fósforo,mg,"18,9","7,92","5,66",BRC0298B,Nome não encontrado
Potássio,mg,181,"76,4","54,6",BRC0298B,Nome não encontrado
Manganês,mg,"0,17","0,07","0,05",BRC0298B,Nome não encontrado
Zinco,mg,"0,15","0,06","0,05",BRC0298B,Nome não encontrado
Cobre,mg,"0,08","0,03","0,02",BRC0298B,Nome não encontrado
Selênio,mcg,"0,19","0,08","0,06",BRC0298B,Nome não encontrado
Vitamina A (RE),mcg,1371,576,411,BRC0298B,Nome não encontrado
Vitamina A (RAE),mcg,685,288,205,BRC0298B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,44","0,61","0,43",BRC0298B,Nome não encontrado
Tiamina,mg,"0,10","0,04","0,03",BRC0298B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0298B,Nome não encontrado
Niacina,mg,"3,15","1,32","0,95",BRC0298B,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0298B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Vitamina C,mg,"29,2","12,2","8,75",BRC0298B,Nome não encontrado
Equivalente de folato,mcg,"7,25","3,04","2,17",BRC0298B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0298B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0298B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0298B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0298B,Nome não encontrado
