componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,102,20,13,BRC0038B,Nome não encontrado
Energia,kcal,24,4,3,BRC0038B,Nome não encontrado
Umidade,g,"92,9","18,6","12,1",BRC0038B,Nome não encontrado
Carboidrato total,g,"5,47","1,09","0,71",BRC0038B,Nome não encontrado
Carboidrato disponível,g,"3,87","0,77","0,50",BRC0038B,Nome não encontrado
Proteína,g,"1,04","0,21","0,14",BRC0038B,Nome não encontrado
Lipídios,g,"0,15","0,03","0,02",BRC0038B,Nome não encontrado
Fibra alimentar,g,"1,59","0,32","0,21",BRC0038B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Cinzas,g,"0,44","0,09","0,06",BRC0038B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,00","0,00",BRC0038B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0038B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01","0,00",BRC0038B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Cálcio,mg,"6,37","1,27","0,83",BRC0038B,Nome não encontrado
Ferro,mg,"0,33","0,07","0,04",BRC0038B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0038B,Nome não encontrado
Magnésio,mg,"11,1","2,23","1,45",BRC0038B,Nome não encontrado
Fósforo,mg,"20,0","3,99","2,59",BRC0038B,Nome não encontrado
Potássio,mg,210,"42,2","27,4",BRC0038B,Nome não encontrado
Manganês,mg,"0,06","0,01","0,01",BRC0038B,Nome não encontrado
Zinco,mg,"0,19","0,04","0,02",BRC0038B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,01",BRC0038B,Nome não encontrado
Selênio,mcg,"0,20","0,04","0,03",BRC0038B,Nome não encontrado
Vitamina A (RE),mcg,"68,3","13,7","8,88",BRC0038B,Nome não encontrado
Vitamina A (RAE),mcg,"34,2","6,83","4,44",BRC0038B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,15","0,10",BRC0038B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,01",BRC0038B,Nome não encontrado
Riboflavina,mg,"0,06","0,01","0,01",BRC0038B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0038B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,00",BRC0038B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Vitamina C,mg,158,"31,6","20,6",BRC0038B,Nome não encontrado
Equivalente de folato,mcg,"41,9","8,38","5,45",BRC0038B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
Proteína vegetal,g,"1,04","0,21","0,14",BRC0038B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0038B,Nome não encontrado
