componente,unidade,Valor por 100g,Porção Média (170 g),codigo_alimento,nome_alimento
Energia,kJ,1168,1985,BRC0240A,Nome não encontrado
Energia,kcal,280,476,BRC0240A,Nome não encontrado
Umidade,g,"47,2","80,2",BRC0240A,Nome não encontrado
Carboidrato total,g,"25,9","44,0",BRC0240A,Nome não encontrado
Carboidrato disponível,g,"24,4","41,5",BRC0240A,Nome não encontrado
Proteína,g,"8,05","13,7",BRC0240A,Nome não encontrado
Lipídios,g,"16,3","27,7",BRC0240A,Nome não encontrado
Fibra alimentar,g,"1,51","2,57",BRC0240A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0240A,Nome não encontrado
Cinzas,g,"2,57","4,37",BRC0240A,Nome não encontrado
Colesterol,mg,"30,9","52,5",BRC0240A,Nome não encontrado
Ácidos graxos saturados,g,"4,25","7,23",BRC0240A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,56","9,45",BRC0240A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,60","9,52",BRC0240A,Nome não encontrado
Ácidos graxos trans,g,"0,44","0,75",BRC0240A,Nome não encontrado
Cálcio,mg,"32,0","54,4",BRC0240A,Nome não encontrado
Ferro,mg,"1,88","3,20",BRC0240A,Nome não encontrado
Sódio,mg,663,1127,BRC0240A,Nome não encontrado
Magnésio,mg,"18,3","31,1",BRC0240A,Nome não encontrado
Fósforo,mg,"92,5",157,BRC0240A,Nome não encontrado
Potássio,mg,191,324,BRC0240A,Nome não encontrado
Manganês,mg,"0,24","0,41",BRC0240A,Nome não encontrado
Zinco,mg,"1,41","2,40",BRC0240A,Nome não encontrado
Cobre,mg,"0,05","0,09",BRC0240A,Nome não encontrado
Selênio,mcg,"6,38","10,8",BRC0240A,Nome não encontrado
Vitamina A (RE),mcg,"12,8","21,8",BRC0240A,Nome não encontrado
Vitamina A (RAE),mcg,"8,60","14,6",BRC0240A,Nome não encontrado
Vitamina D,mcg,"0,25","0,43",BRC0240A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,43","2,43",BRC0240A,Nome não encontrado
Tiamina,mg,"0,05","0,09",BRC0240A,Nome não encontrado
Riboflavina,mg,"0,05","0,09",BRC0240A,Nome não encontrado
Niacina,mg,"0,88","1,50",BRC0240A,Nome não encontrado
Vitamina B6,mg,"0,11","0,19",BRC0240A,Nome não encontrado
Vitamina B12,mcg,"0,36","0,61",BRC0240A,Nome não encontrado
Vitamina C,mg,"0,56","0,95",BRC0240A,Nome não encontrado
Equivalente de folato,mcg,"46,7","79,4",BRC0240A,Nome não encontrado
Sal de adição,g,"0,06","0,10",BRC0240A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0240A,Nome não encontrado
Gordura de adição,g,"8,16","13,9",BRC0240A,Nome não encontrado
Proteína vegetal,g,"0,57","0,97",BRC0240A,Nome não encontrado
Proteína animal,g,"0,28","0,48",BRC0240A,Nome não encontrado
