componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,811,202,BRC0089L,Nome não encontrado
Energia,kcal,197,49,BRC0089L,Nome não encontrado
Umidade,g,"70,6","17,7",BRC0089L,Nome não encontrado
Carboidrato total,g,"9,98","2,49",BRC0089L,Nome não encontrado
Carboidrato disponível,g,"9,80","2,45",BRC0089L,Nome não encontrado
Proteína,g,"1,52","0,38",BRC0089L,Nome não encontrado
Lipídios,g,"17,0","4,25",BRC0089L,Nome não encontrado
Fibra alimentar,g,"0,18","0,04",BRC0089L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0089L,Nome não encontrado
Cinzas,g,"0,90","0,23",BRC0089L,Nome não encontrado
Colesterol,mg,"46,5","11,6",BRC0089L,Nome não encontrado
Ácidos graxos saturados,g,"8,28","2,07",BRC0089L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,58","0,90",BRC0089L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35","0,09",BRC0089L,Nome não encontrado
Ácidos graxos trans,g,"0,44","0,11",BRC0089L,Nome não encontrado
Cálcio,mg,"66,6","16,7",BRC0089L,Nome não encontrado
Ferro,mg,"0,33","0,08",BRC0089L,Nome não encontrado
Sódio,mg,259,"64,8",BRC0089L,Nome não encontrado
Magnésio,mg,"10,0","2,51",BRC0089L,Nome não encontrado
Fósforo,mg,"91,9","23,0",BRC0089L,Nome não encontrado
Potássio,mg,172,"43,1",BRC0089L,Nome não encontrado
Manganês,mg,"0,04","0,01",BRC0089L,Nome não encontrado
Zinco,mg,"0,28","0,07",BRC0089L,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0089L,Nome não encontrado
Selênio,mcg,"0,10","0,03",BRC0089L,Nome não encontrado
Vitamina A (RE),mcg,100,"25,2",BRC0089L,Nome não encontrado
Vitamina A (RAE),mcg,"97,6","24,4",BRC0089L,Nome não encontrado
Vitamina D,mcg,"0,74","0,18",BRC0089L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73","0,18",BRC0089L,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0089L,Nome não encontrado
Riboflavina,mg,"0,10","0,03",BRC0089L,Nome não encontrado
Niacina,mg,"0,29","0,07",BRC0089L,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0089L,Nome não encontrado
Vitamina B12,mcg,"0,08","0,02",BRC0089L,Nome não encontrado
Vitamina C,mg,"6,84","1,71",BRC0089L,Nome não encontrado
Equivalente de folato,mcg,"4,88","1,22",BRC0089L,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0089L,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0089L,Nome não encontrado
Gordura de adição,g,-,-,BRC0089L,Nome não encontrado
Proteína vegetal,g,-,-,BRC0089L,Nome não encontrado
Proteína animal,g,-,-,BRC0089L,Nome não encontrado
