componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,794,793,BRC0079E,Nome não encontrado
Energia,kcal,189,189,BRC0079E,Nome não encontrado
Umidade,g,"61,3","61,3",BRC0079E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0079E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0079E,Nome não encontrado
Proteína,g,"29,2","29,2",BRC0079E,Nome não encontrado
Lipídios,g,"8,03","8,03",BRC0079E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0079E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0079E,Nome não encontrado
Cinzas,g,"1,51","1,51",BRC0079E,Nome não encontrado
Colesterol,mg,104,104,BRC0079E,Nome não encontrado
Ácidos graxos saturados,g,"2,36","2,36",BRC0079E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,28","2,28",BRC0079E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,52","1,52",BRC0079E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0079E,Nome não encontrado
Cálcio,mg,"21,9","21,9",BRC0079E,Nome não encontrado
Ferro,mg,"1,00","1,00",BRC0079E,Nome não encontrado
Sódio,mg,"50,3","50,3",BRC0079E,Nome não encontrado
Magnésio,mg,"23,4","23,4",BRC0079E,Nome não encontrado
Fósforo,mg,172,172,BRC0079E,Nome não encontrado
Potássio,mg,324,324,BRC0079E,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0079E,Nome não encontrado
Zinco,mg,"0,62","0,62",BRC0079E,Nome não encontrado
Cobre,mg,"0,19","0,19",BRC0079E,Nome não encontrado
Selênio,mcg,,,BRC0079E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0079E,Nome não encontrado
Vitamina A (RAE),mcg,"69,4","69,4",BRC0079E,Nome não encontrado
Vitamina D,mcg,,,BRC0079E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0079E,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0079E,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0079E,Nome não encontrado
Niacina,mg,"4,46","4,46",BRC0079E,Nome não encontrado
Vitamina B6,mg,"0,35","0,35",BRC0079E,Nome não encontrado
Vitamina B12,mcg,"0,18","0,18",BRC0079E,Nome não encontrado
Vitamina C,mg,"0,85","0,85",BRC0079E,Nome não encontrado
Equivalente de folato,mcg,"7,08","7,08",BRC0079E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0079E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0079E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0079E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0079E,Nome não encontrado
Proteína animal,g,"29,2","29,2",BRC0079E,Nome não encontrado
