componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1075,1182,BRC0281F,Nome não encontrado
Energia,kcal,257,283,BRC0281F,Nome não encontrado
Umidade,g,"53,1","58,4",BRC0281F,Nome não encontrado
Carboidrato total,g,"0,47","0,51",BRC0281F,Nome não encontrado
Carboidrato disponível,g,"0,47","0,51",BRC0281F,Nome não encontrado
Proteína,g,"30,5","33,5",BRC0281F,Nome não encontrado
Lipídios,g,"14,9","16,3",BRC0281F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0281F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0281F,Nome não encontrado
Cinzas,g,"1,15","1,27",BRC0281F,Nome não encontrado
Colesterol,mg,"93,8",103,BRC0281F,Nome não encontrado
Ácidos graxos saturados,g,"6,13","6,74",BRC0281F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,12","6,73",BRC0281F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,22","3,54",BRC0281F,Nome não encontrado
Ácidos graxos trans,g,"0,27","0,29",BRC0281F,Nome não encontrado
Cálcio,mg,"4,76","5,24",BRC0281F,Nome não encontrado
Ferro,mg,"2,60","2,86",BRC0281F,Nome não encontrado
Sódio,mg,"57,5","63,3",BRC0281F,Nome não encontrado
Magnésio,mg,"22,4","24,6",BRC0281F,Nome não encontrado
Fósforo,mg,244,269,BRC0281F,Nome não encontrado
Potássio,mg,340,375,BRC0281F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0281F,Nome não encontrado
Zinco,mg,"5,46","6,01",BRC0281F,Nome não encontrado
Cobre,mg,"0,12","0,13",BRC0281F,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0281F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0281F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0281F,Nome não encontrado
Vitamina D,mcg,"0,26","0,28",BRC0281F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,87","0,95",BRC0281F,Nome não encontrado
Tiamina,mg,"0,02","0,02",BRC0281F,Nome não encontrado
Riboflavina,mg,"0,10","0,11",BRC0281F,Nome não encontrado
Niacina,mg,"3,15","3,47",BRC0281F,Nome não encontrado
Vitamina B6,mg,"0,05","0,06",BRC0281F,Nome não encontrado
Vitamina B12,mcg,"0,98","1,07",BRC0281F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0281F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0281F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0281F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0281F,Nome não encontrado
Gordura de adição,g,-,-,BRC0281F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0281F,Nome não encontrado
Proteína animal,g,-,-,BRC0281F,Nome não encontrado
