componente,unidade,Valor por 100g,Colher sopa cheia (10 g),codigo_alimento,nome_alimento
Energia,kJ,75,7,BRC0014B,Nome não encontrado
Energia,kcal,18,1,BRC0014B,Nome não encontrado
Umidade,g,"93,9","9,39",BRC0014B,Nome não encontrado
Carboidrato total,g,"4,57","0,46",BRC0014B,Nome não encontrado
Carboidrato disponível,g,"1,88","0,19",BRC0014B,Nome não encontrado
Proteína,g,"1,01","0,10",BRC0014B,Nome não encontrado
Lipídios,g,"0,13","0,01",BRC0014B,Nome não encontrado
Fibra alimentar,g,"2,69","0,27",BRC0014B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0014B,Nome não encontrado
Cinzas,g,"0,42","0,04",BRC0014B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0014B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00",BRC0014B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0014B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,01",BRC0014B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0014B,Nome não encontrado
Cálcio,mg,"12,4","1,24",BRC0014B,Nome não encontrado
Ferro,mg,"0,24","0,02",BRC0014B,Nome não encontrado
Sódio,mg,traços,traços,BRC0014B,Nome não encontrado
Magnésio,mg,"15,3","1,53",BRC0014B,Nome não encontrado
Fósforo,mg,"20,1","2,01",BRC0014B,Nome não encontrado
Potássio,mg,201,"20,1",BRC0014B,Nome não encontrado
Manganês,mg,"0,10","0,01",BRC0014B,Nome não encontrado
Zinco,mg,"0,12","0,01",BRC0014B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0014B,Nome não encontrado
Selênio,mcg,"0,10","0,01",BRC0014B,Nome não encontrado
Vitamina A (RE),mcg,"24,2","2,42",BRC0014B,Nome não encontrado
Vitamina A (RAE),mcg,"12,1","1,21",BRC0014B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0014B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,22","0,02",BRC0014B,Nome não encontrado
Tiamina,mg,"0,04","0,00",BRC0014B,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0014B,Nome não encontrado
Niacina,mg,traços,traços,BRC0014B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0014B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0014B,Nome não encontrado
Vitamina C,mg,"3,01","0,30",BRC0014B,Nome não encontrado
Equivalente de folato,mcg,"17,4","1,74",BRC0014B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0014B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0014B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0014B,Nome não encontrado
Proteína vegetal,g,"1,01","0,10",BRC0014B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0014B,Nome não encontrado
