componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,58,7,BRC0038L,Nome não encontrado
Energia,kcal,14,1,BRC0038L,Nome não encontrado
Umidade,g,"95,2","12,4",BRC0038L,Nome não encontrado
Carboidrato total,g,"0,80","0,10",BRC0038L,Nome não encontrado
Carboidrato disponível,g,"0,20","0,03",BRC0038L,Nome não encontrado
Proteína,g,"1,29","0,17",BRC0038L,Nome não encontrado
Lipídios,g,"0,76","0,10",BRC0038L,Nome não encontrado
Fibra alimentar,g,"0,60","0,08",BRC0038L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0038L,Nome não encontrado
Cinzas,g,"1,98","0,26",BRC0038L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0038L,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,01",BRC0038L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,01",BRC0038L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,40","0,05",BRC0038L,Nome não encontrado
Ácidos graxos trans,g,,,BRC0038L,Nome não encontrado
Cálcio,mg,"12,0","1,56",BRC0038L,Nome não encontrado
Ferro,mg,"1,16","0,15",BRC0038L,Nome não encontrado
Sódio,mg,633,"82,3",BRC0038L,Nome não encontrado
Magnésio,mg,"12,0","1,56",BRC0038L,Nome não encontrado
Fósforo,mg,"23,0","2,99",BRC0038L,Nome não encontrado
Potássio,mg,128,"16,6",BRC0038L,Nome não encontrado
Manganês,mg,"0,11","0,01",BRC0038L,Nome não encontrado
Zinco,mg,"0,16","0,02",BRC0038L,Nome não encontrado
Cobre,mg,"0,08","0,01",BRC0038L,Nome não encontrado
Selênio,mcg,"0,50","0,07",BRC0038L,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0038L,Nome não encontrado
Vitamina A (RAE),mcg,"82,0","10,7",BRC0038L,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0038L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0038L,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0038L,Nome não encontrado
Riboflavina,mg,"0,08","0,01",BRC0038L,Nome não encontrado
Niacina,mg,"0,18","0,02",BRC0038L,Nome não encontrado
Vitamina B6,mg,"0,15","0,02",BRC0038L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0038L,Nome não encontrado
Vitamina C,mg,"0,45","0,06",BRC0038L,Nome não encontrado
Equivalente de folato,mcg,"2,00","0,26",BRC0038L,Nome não encontrado
Sal de adição,g,,,BRC0038L,Nome não encontrado
Açúcar de adição,g,,,BRC0038L,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0038L,Nome não encontrado
Proteína vegetal,g,"1,29","0,17",BRC0038L,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0038L,Nome não encontrado
