componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,132,18,10,BRC0233B,Nome não encontrado
Energia,kcal,32,4,2,BRC0233B,Nome não encontrado
Umidade,g,"89,8","12,6","7,18",BRC0233B,Nome não encontrado
Carboidrato total,g,"5,19","0,73","0,42",BRC0233B,Nome não encontrado
Carboidrato disponível,g,"1,50","0,21","0,12",BRC0233B,Nome não encontrado
Proteína,g,"2,81","0,39","0,22",BRC0233B,Nome não encontrado
Lipídios,g,"0,78","0,11","0,06",BRC0233B,Nome não encontrado
Fibra alimentar,g,"3,69","0,52","0,30",BRC0233B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Cinzas,g,"1,46","0,20","0,12",BRC0233B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,01","0,01",BRC0233B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,11","0,01","0,01",BRC0233B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,04","0,03",BRC0233B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Cálcio,mg,125,"17,6","10,1",BRC0233B,Nome não encontrado
Ferro,mg,"1,00","0,14","0,08",BRC0233B,Nome não encontrado
Sódio,mg,"15,2","2,13","1,22",BRC0233B,Nome não encontrado
Magnésio,mg,"18,6","2,61","1,49",BRC0233B,Nome não encontrado
Fósforo,mg,"45,6","6,38","3,65",BRC0233B,Nome não encontrado
Potássio,mg,139,"19,5","11,1",BRC0233B,Nome não encontrado
Manganês,mg,"0,22","0,03","0,02",BRC0233B,Nome não encontrado
Zinco,mg,"1,05","0,15","0,08",BRC0233B,Nome não encontrado
Cobre,mg,"0,20","0,03","0,02",BRC0233B,Nome não encontrado
Selênio,mcg,"0,58","0,08","0,05",BRC0233B,Nome não encontrado
Vitamina A (RE),mcg,1143,160,"91,5",BRC0233B,Nome não encontrado
Vitamina A (RAE),mcg,571,"80,0","45,7",BRC0233B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,12","0,30","0,17",BRC0233B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0233B,Nome não encontrado
Riboflavina,mg,"0,08","0,01","0,01",BRC0233B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0233B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,00",BRC0233B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Vitamina C,mg,"0,63","0,09","0,05",BRC0233B,Nome não encontrado
Equivalente de folato,mcg,"45,0","6,30","3,60",BRC0233B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
Proteína vegetal,g,"2,81","0,39","0,22",BRC0233B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0233B,Nome não encontrado
