componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1667,266,BRC0011R,Nome não encontrado
Energia,kcal,392,62,BRC0011R,Nome não encontrado
Umidade,g,"0,49","0,08",BRC0011R,Nome não encontrado
Carboidrato total,g,"98,1","15,7",BRC0011R,Nome não encontrado
Carboidrato disponível,g,"97,1","15,5",BRC0011R,Nome não encontrado
Proteína,g,"0,48","0,08",BRC0011R,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0011R,Nome não encontrado
Fibra alimentar,g,"1,03","0,16",BRC0011R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0011R,Nome não encontrado
Cinzas,g,"0,93","0,15",BRC0011R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0011R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0011R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0011R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0011R,Nome não encontrado
Cálcio,mg,"25,9","4,14",BRC0011R,Nome não encontrado
Ferro,mg,"0,09","0,01",BRC0011R,Nome não encontrado
Sódio,mg,466,"74,6",BRC0011R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Fósforo,mg,"1,08","0,17",BRC0011R,Nome não encontrado
Potássio,mg,165,"26,4",BRC0011R,Nome não encontrado
Manganês,mg,,,BRC0011R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0011R,Nome não encontrado
Cobre,mg,,,BRC0011R,Nome não encontrado
Selênio,mcg,,,BRC0011R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0011R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0011R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0011R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0011R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0011R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0011R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0011R,Nome não encontrado
Sal de adição,g,,,BRC0011R,Nome não encontrado
Açúcar de adição,g,,,BRC0011R,Nome não encontrado
Gordura de adição,g,,,BRC0011R,Nome não encontrado
Proteína vegetal,g,,,BRC0011R,Nome não encontrado
Proteína animal,g,,,BRC0011R,Nome não encontrado
