componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,873,BRC0975F,Nome não encontrado
Energia,kcal,207,BRC0975F,Nome não encontrado
Umidade,g,"69,5",BRC0975F,Nome não encontrado
Carboidrato total,g,"0,95",BRC0975F,Nome não encontrado
Carboidrato disponível,g,"0,74",BRC0975F,Nome não encontrado
Proteína,g,"22,7",BRC0975F,Nome não encontrado
Lipídios,g,"4,51",BRC0975F,Nome não encontrado
Fibra alimentar,g,"0,22",BRC0975F,Nome não encontrado
Álcool,g,"0,00",BRC0975F,Nome não encontrado
Cinzas,g,"2,31",BRC0975F,Nome não encontrado
Colesterol,mg,111,BRC0975F,Nome não encontrado
Ácidos graxos saturados,g,"0,89",BRC0975F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,95",BRC0975F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,81",BRC0975F,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0975F,Nome não encontrado
Cálcio,mg,"16,6",BRC0975F,Nome não encontrado
Ferro,mg,"5,17",BRC0975F,Nome não encontrado
Sódio,mg,585,BRC0975F,Nome não encontrado
Magnésio,mg,"26,4",BRC0975F,Nome não encontrado
Fósforo,mg,186,BRC0975F,Nome não encontrado
Potássio,mg,214,BRC0975F,Nome não encontrado
Manganês,mg,"0,69",BRC0975F,Nome não encontrado
Zinco,mg,"1,49",BRC0975F,Nome não encontrado
Cobre,mg,"0,11",BRC0975F,Nome não encontrado
Selênio,mcg,"6,29",BRC0975F,Nome não encontrado
Vitamina A (RE),mcg,440,BRC0975F,Nome não encontrado
Vitamina A (RAE),mcg,444,BRC0975F,Nome não encontrado
Vitamina D,mcg,"0,10",BRC0975F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33",BRC0975F,Nome não encontrado
Tiamina,mg,"0,09",BRC0975F,Nome não encontrado
Riboflavina,mg,"0,15",BRC0975F,Nome não encontrado
Niacina,mg,"6,34",BRC0975F,Nome não encontrado
Vitamina B6,mg,"0,49",BRC0975F,Nome não encontrado
Vitamina B12,mcg,"1,68",BRC0975F,Nome não encontrado
Vitamina C,mg,"2,51",BRC0975F,Nome não encontrado
Equivalente de folato,mcg,"53,9",BRC0975F,Nome não encontrado
Sal de adição,g,"0,00",BRC0975F,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0975F,Nome não encontrado
Gordura de adição,g,-,BRC0975F,Nome não encontrado
Proteína vegetal,g,-,BRC0975F,Nome não encontrado
Proteína animal,g,-,BRC0975F,Nome não encontrado
