componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,381,915,629,BRC0083G,Nome não encontrado
Energia,kcal,90,216,149,BRC0083G,Nome não encontrado
Umidade,g,"78,5",188,129,BRC0083G,Nome não encontrado
Carboidrato total,g,"17,6","42,3","29,1",BRC0083G,Nome não encontrado
Carboidrato disponível,g,"16,9","40,7","27,9",BRC0083G,Nome não encontrado
Proteína,g,"1,72","4,12","2,83",BRC0083G,Nome não encontrado
Lipídios,g,"1,59","3,81","2,62",BRC0083G,Nome não encontrado
Fibra alimentar,g,"0,69","1,65","1,14",BRC0083G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0083G,Nome não encontrado
Cinzas,g,"0,57","1,37","0,94",BRC0083G,Nome não encontrado
Colesterol,mg,"5,94","14,3","9,80",BRC0083G,Nome não encontrado
Ácidos graxos saturados,g,"0,98","2,35","1,61",BRC0083G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","1,09","0,75",BRC0083G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,15","0,10",BRC0083G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0083G,Nome não encontrado
Cálcio,mg,"55,7",133,"91,9",BRC0083G,Nome não encontrado
Ferro,mg,"0,13","0,30","0,21",BRC0083G,Nome não encontrado
Sódio,mg,"32,0","76,8","52,8",BRC0083G,Nome não encontrado
Magnésio,mg,"9,94","23,9","16,4",BRC0083G,Nome não encontrado
Fósforo,mg,"45,1",108,"74,5",BRC0083G,Nome não encontrado
Potássio,mg,143,344,236,BRC0083G,Nome não encontrado
Manganês,mg,"0,03","0,06","0,04",BRC0083G,Nome não encontrado
Zinco,mg,"0,21","0,50","0,34",BRC0083G,Nome não encontrado
Cobre,mg,"0,21","0,50","0,34",BRC0083G,Nome não encontrado
Selênio,mcg,"2,41","5,78","3,97",BRC0083G,Nome não encontrado
Vitamina A (RE),mcg,"27,6","66,3","45,6",BRC0083G,Nome não encontrado
Vitamina A (RAE),mcg,"25,3","60,8","41,8",BRC0083G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0083G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,10","0,24","0,16",BRC0083G,Nome não encontrado
Tiamina,mg,"0,02","0,06","0,04",BRC0083G,Nome não encontrado
Riboflavina,mg,"0,12","0,29","0,20",BRC0083G,Nome não encontrado
Niacina,mg,"0,73","1,75","1,20",BRC0083G,Nome não encontrado
Vitamina B6,mg,"0,02","0,05","0,03",BRC0083G,Nome não encontrado
Vitamina B12,mcg,"0,18","0,43","0,30",BRC0083G,Nome não encontrado
Vitamina C,mg,"11,3","27,0","18,6",BRC0083G,Nome não encontrado
Equivalente de folato,mcg,"2,49","5,97","4,10",BRC0083G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0083G,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0083G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0083G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0083G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0083G,Nome não encontrado
