componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,394,946,650,BRC0075G,Nome não encontrado
Energia,kcal,94,224,154,BRC0075G,Nome não encontrado
Umidade,g,"78,7",188,129,BRC0075G,Nome não encontrado
Carboidrato total,g,"15,4","37,0","25,4",BRC0075G,Nome não encontrado
Carboidrato disponível,g,"14,8","35,6","24,5",BRC0075G,Nome não encontrado
Proteína,g,"2,67","6,41","4,41",BRC0075G,Nome não encontrado
Lipídios,g,"2,49","5,97","4,10",BRC0075G,Nome não encontrado
Fibra alimentar,g,"0,59","1,41","0,97",BRC0075G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0075G,Nome não encontrado
Cinzas,g,"0,72","1,72","1,18",BRC0075G,Nome não encontrado
Colesterol,mg,"8,66","20,8","14,3",BRC0075G,Nome não encontrado
Ácidos graxos saturados,g,"1,46","3,50","2,40",BRC0075G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,72","1,72","1,18",BRC0075G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,35","0,24",BRC0075G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0075G,Nome não encontrado
Cálcio,mg,"76,9",184,126,BRC0075G,Nome não encontrado
Ferro,mg,"0,22","0,53","0,36",BRC0075G,Nome não encontrado
Sódio,mg,"45,3",108,"74,8",BRC0075G,Nome não encontrado
Magnésio,mg,"15,1","36,2","24,9",BRC0075G,Nome não encontrado
Fósforo,mg,"66,1",158,109,BRC0075G,Nome não encontrado
Potássio,mg,179,431,296,BRC0075G,Nome não encontrado
Manganês,mg,"0,07","0,16","0,11",BRC0075G,Nome não encontrado
Zinco,mg,"0,36","0,86","0,59",BRC0075G,Nome não encontrado
Cobre,mg,"0,05","0,11","0,07",BRC0075G,Nome não encontrado
Selênio,mcg,"3,43","8,22","5,65",BRC0075G,Nome não encontrado
Vitamina A (RE),mcg,"34,7","83,3","57,3",BRC0075G,Nome não encontrado
Vitamina A (RAE),mcg,"34,2","82,0","56,4",BRC0075G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0075G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,16","0,11",BRC0075G,Nome não encontrado
Tiamina,mg,"0,04","0,09","0,06",BRC0075G,Nome não encontrado
Riboflavina,mg,"0,17","0,42","0,29",BRC0075G,Nome não encontrado
Niacina,mg,"1,15","2,77","1,90",BRC0075G,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0075G,Nome não encontrado
Vitamina B12,mcg,"0,26","0,63","0,43",BRC0075G,Nome não encontrado
Vitamina C,mg,"1,27","3,04","2,09",BRC0075G,Nome não encontrado
Equivalente de folato,mcg,"4,74","11,4","7,82",BRC0075G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0075G,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0075G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0075G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0075G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0075G,Nome não encontrado
