componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1582,253,BRC0027N,Nome não encontrado
Energia,kcal,373,59,BRC0027N,Nome não encontrado
Umidade,g,"6,03","0,97",BRC0027N,Nome não encontrado
Carboidrato total,g,"88,5","14,2",BRC0027N,Nome não encontrado
Carboidrato disponível,g,"85,6","13,7",BRC0027N,Nome não encontrado
Proteína,g,"1,99","0,32",BRC0027N,Nome não encontrado
Lipídios,g,"1,91","0,31",BRC0027N,Nome não encontrado
Fibra alimentar,g,"2,90","0,46",BRC0027N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0027N,Nome não encontrado
Cinzas,g,"1,60","0,26",BRC0027N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Ácidos graxos saturados,g,"0,34","0,06",BRC0027N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,61","0,10",BRC0027N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,96","0,15",BRC0027N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0027N,Nome não encontrado
Cálcio,mg,"51,4","8,22",BRC0027N,Nome não encontrado
Ferro,mg,"0,05","0,01",BRC0027N,Nome não encontrado
Sódio,mg,1851,296,BRC0027N,Nome não encontrado
Magnésio,mg,"17,8","2,85",BRC0027N,Nome não encontrado
Fósforo,mg,"12,6","2,01",BRC0027N,Nome não encontrado
Potássio,mg,"18,9","3,02",BRC0027N,Nome não encontrado
Manganês,mg,,,BRC0027N,Nome não encontrado
Zinco,mg,"0,20","0,03",BRC0027N,Nome não encontrado
Cobre,mg,,,BRC0027N,Nome não encontrado
Selênio,mcg,,,BRC0027N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0027N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0027N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0027N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,96","0,15",BRC0027N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0027N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0027N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0027N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0027N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0027N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0027N,Nome não encontrado
Proteína vegetal,g,"1,99","0,32",BRC0027N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0027N,Nome não encontrado
