componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,324,194,129,BRC0877B,Nome não encontrado
Energia,kcal,76,45,30,BRC0877B,Nome não encontrado
Umidade,g,"79,5","47,7","31,8",BRC0877B,Nome não encontrado
Carboidrato total,g,"18,8","11,3","7,50",BRC0877B,Nome não encontrado
Carboidrato disponível,g,"17,0","10,2","6,81",BRC0877B,Nome não encontrado
Proteína,g,"0,84","0,51","0,34",BRC0877B,Nome não encontrado
Lipídios,g,"0,17","0,10","0,07",BRC0877B,Nome não encontrado
Fibra alimentar,g,"1,74","1,04","0,70",BRC0877B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Cinzas,g,"0,77","0,46","0,31",BRC0877B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,03","0,02",BRC0877B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,03","0,02",BRC0877B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,02","0,01",BRC0877B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Cálcio,mg,"11,7","7,04","4,69",BRC0877B,Nome não encontrado
Ferro,mg,"0,42","0,25","0,17",BRC0877B,Nome não encontrado
Sódio,mg,"2,08","1,25","0,83",BRC0877B,Nome não encontrado
Magnésio,mg,"7,50","4,50","3,00",BRC0877B,Nome não encontrado
Fósforo,mg,"29,2","17,5","11,7",BRC0877B,Nome não encontrado
Potássio,mg,255,153,102,BRC0877B,Nome não encontrado
Manganês,mg,"0,22","0,13","0,09",BRC0877B,Nome não encontrado
Zinco,mg,"0,38","0,23","0,15",BRC0877B,Nome não encontrado
Cobre,mg,"0,15","0,09","0,06",BRC0877B,Nome não encontrado
Selênio,mcg,"0,32","0,19","0,13",BRC0877B,Nome não encontrado
Vitamina A (RE),mcg,"10,6","6,35","4,23",BRC0877B,Nome não encontrado
Vitamina A (RAE),mcg,"5,29","3,17","2,12",BRC0877B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,07","0,04",BRC0877B,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,02",BRC0877B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Niacina,mg,"1,96","1,18","0,78",BRC0877B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Vitamina C,mg,"16,9","10,2","6,77",BRC0877B,Nome não encontrado
Equivalente de folato,mcg,"6,88","4,13","2,75",BRC0877B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0877B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0877B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0877B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0877B,Nome não encontrado
