componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (170 g),codigo_alimento,nome_alimento
Energia,kJ,232,395,BRC0023G,Nome não encontrado
Energia,kcal,55,93,BRC0023G,Nome não encontrado
Umidade,g,"85,9",145,BRC0023G,Nome não encontrado
Carboidrato total,g,"8,30","14,1",BRC0023G,Nome não encontrado
Carboidrato disponível,g,"8,30","14,1",BRC0023G,Nome não encontrado
Proteína,g,"4,24","7,21",BRC0023G,Nome não encontrado
Lipídios,g,"0,52","0,88",BRC0023G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0023G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0023G,Nome não encontrado
Cinzas,g,"1,07","1,82",BRC0023G,Nome não encontrado
Colesterol,mg,"5,49","9,33",BRC0023G,Nome não encontrado
Ácidos graxos saturados,g,"0,33","0,56",BRC0023G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,17","0,28",BRC0023G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,04",BRC0023G,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,03",BRC0023G,Nome não encontrado
Cálcio,mg,205,349,BRC0023G,Nome não encontrado
Ferro,mg,traços,traços,BRC0023G,Nome não encontrado
Sódio,mg,"78,2",132,BRC0023G,Nome não encontrado
Magnésio,mg,"15,7","26,7",BRC0023G,Nome não encontrado
Fósforo,mg,143,244,BRC0023G,Nome não encontrado
Potássio,mg,238,405,BRC0023G,Nome não encontrado
Manganês,mg,traços,traços,BRC0023G,Nome não encontrado
Zinco,mg,"0,67","1,14",BRC0023G,Nome não encontrado
Cobre,mg,traços,traços,BRC0023G,Nome não encontrado
Selênio,mcg,,,BRC0023G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0023G,Nome não encontrado
Vitamina A (RAE),mcg,"4,70","7,98",BRC0023G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0023G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,02",BRC0023G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0023G,Nome não encontrado
Riboflavina,mg,"0,28","0,48",BRC0023G,Nome não encontrado
Niacina,mg,traços,traços,BRC0023G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0023G,Nome não encontrado
Vitamina B12,mcg,"0,53","0,90",BRC0023G,Nome não encontrado
Vitamina C,mg,"0,45","0,77",BRC0023G,Nome não encontrado
Equivalente de folato,mcg,"10,4","17,7",BRC0023G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0023G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0023G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0023G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0023G,Nome não encontrado
Proteína animal,g,"4,24","7,21",BRC0023G,Nome não encontrado
