componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,367,330,BRC0495B,Nome não encontrado
Energia,kcal,88,79,BRC0495B,Nome não encontrado
Umidade,g,"84,5","76,0",BRC0495B,Nome não encontrado
Carboidrato total,g,"6,63","5,96",BRC0495B,Nome não encontrado
Carboidrato disponível,g,"4,73","4,25",BRC0495B,Nome não encontrado
Proteína,g,"1,28","1,15",BRC0495B,Nome não encontrado
Lipídios,g,"6,74","6,07",BRC0495B,Nome não encontrado
Fibra alimentar,g,"1,90","1,71",BRC0495B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0495B,Nome não encontrado
Cinzas,g,"0,89","0,80",BRC0495B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0495B,Nome não encontrado
Ácidos graxos saturados,g,"1,07","0,97",BRC0495B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,57","1,41",BRC0495B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,99","3,59",BRC0495B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,03",BRC0495B,Nome não encontrado
Cálcio,mg,"12,7","11,4",BRC0495B,Nome não encontrado
Ferro,mg,"0,20","0,18",BRC0495B,Nome não encontrado
Sódio,mg,146,131,BRC0495B,Nome não encontrado
Magnésio,mg,"12,8","11,5",BRC0495B,Nome não encontrado
Fósforo,mg,"28,0","25,2",BRC0495B,Nome não encontrado
Potássio,mg,191,172,BRC0495B,Nome não encontrado
Manganês,mg,"0,15","0,13",BRC0495B,Nome não encontrado
Zinco,mg,"0,25","0,23",BRC0495B,Nome não encontrado
Cobre,mg,"0,06","0,05",BRC0495B,Nome não encontrado
Selênio,mcg,"0,13","0,12",BRC0495B,Nome não encontrado
Vitamina A (RE),mcg,"1,18","1,06",BRC0495B,Nome não encontrado
Vitamina A (RAE),mcg,"0,59","0,53",BRC0495B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0495B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,51",BRC0495B,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0495B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0495B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0495B,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0495B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0495B,Nome não encontrado
Vitamina C,mg,"2,01","1,81",BRC0495B,Nome não encontrado
Equivalente de folato,mcg,"39,2","35,3",BRC0495B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0495B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0495B,Nome não encontrado
Gordura de adição,g,-,-,BRC0495B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0495B,Nome não encontrado
Proteína animal,g,-,-,BRC0495B,Nome não encontrado
