componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,177,424,291,BRC0140C,Nome não encontrado
Energia,kcal,42,100,68,BRC0140C,Nome não encontrado
Umidade,g,"89,0",213,146,BRC0140C,Nome não encontrado
Carboidrato total,g,"10,3","24,7","17,0",BRC0140C,Nome não encontrado
Carboidrato disponível,g,"9,40","22,5","15,5",BRC0140C,Nome não encontrado
Proteína,g,"0,29","0,70","0,48",BRC0140C,Nome não encontrado
Lipídios,g,"0,13","0,30","0,21",BRC0140C,Nome não encontrado
Fibra alimentar,g,"0,91","2,19","1,51",BRC0140C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Cinzas,g,"0,25","0,60","0,41",BRC0140C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,10","0,07",BRC0140C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04","0,09","0,06",BRC0140C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,07","0,05",BRC0140C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Cálcio,mg,"9,32","22,4","15,4",BRC0140C,Nome não encontrado
Ferro,mg,"0,11","0,27","0,18",BRC0140C,Nome não encontrado
Sódio,mg,"1,83","4,39","3,02",BRC0140C,Nome não encontrado
Magnésio,mg,"8,31","19,9","13,7",BRC0140C,Nome não encontrado
Fósforo,mg,"5,38","12,9","8,88",BRC0140C,Nome não encontrado
Potássio,mg,"87,3",209,144,BRC0140C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0140C,Nome não encontrado
Zinco,mg,"0,04","0,08","0,06",BRC0140C,Nome não encontrado
Cobre,mg,"0,35","0,83","0,57",BRC0140C,Nome não encontrado
Selênio,mcg,"0,18","0,43","0,30",BRC0140C,Nome não encontrado
Vitamina A (RE),mcg,"70,0",168,115,BRC0140C,Nome não encontrado
Vitamina A (RAE),mcg,"35,0","84,0","57,8",BRC0140C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,35","0,24",BRC0140C,Nome não encontrado
Tiamina,mg,"0,02","0,04","0,03",BRC0140C,Nome não encontrado
Riboflavina,mg,"0,02","0,04","0,03",BRC0140C,Nome não encontrado
Niacina,mg,"0,26","0,62","0,43",BRC0140C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0140C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Vitamina C,mg,"40,2","96,4","66,3",BRC0140C,Nome não encontrado
Equivalente de folato,mcg,"18,6","44,6","30,7",BRC0140C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0140C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0140C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0140C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0140C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0140C,Nome não encontrado
