componente,unidade,Valor por 100g,Porção Média (45 g),codigo_alimento,nome_alimento
Energia,kJ,1417,637,BRC0484A,Nome não encontrado
Energia,kcal,337,151,BRC0484A,Nome não encontrado
Umidade,g,"27,2","12,2",BRC0484A,Nome não encontrado
Carboidrato total,g,"50,0","22,5",BRC0484A,Nome não encontrado
Carboidrato disponível,g,"49,1","22,1",BRC0484A,Nome não encontrado
Proteína,g,"9,93","4,47",BRC0484A,Nome não encontrado
Lipídios,g,"11,0","4,94",BRC0484A,Nome não encontrado
Fibra alimentar,g,"0,85","0,38",BRC0484A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0484A,Nome não encontrado
Cinzas,g,"1,95","0,88",BRC0484A,Nome não encontrado
Colesterol,mg,"21,2","9,52",BRC0484A,Nome não encontrado
Ácidos graxos saturados,g,"5,40","2,43",BRC0484A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,93","1,32",BRC0484A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,53","0,69",BRC0484A,Nome não encontrado
Ácidos graxos trans,g,"0,58","0,26",BRC0484A,Nome não encontrado
Cálcio,mg,"30,6","13,8",BRC0484A,Nome não encontrado
Ferro,mg,"4,12","1,85",BRC0484A,Nome não encontrado
Sódio,mg,716,322,BRC0484A,Nome não encontrado
Magnésio,mg,"24,7","11,1",BRC0484A,Nome não encontrado
Fósforo,mg,106,"47,8",BRC0484A,Nome não encontrado
Potássio,mg,166,"75,1",BRC0484A,Nome não encontrado
Manganês,mg,"0,11","0,05",BRC0484A,Nome não encontrado
Zinco,mg,"0,31","0,14",BRC0484A,Nome não encontrado
Cobre,mg,"0,12","0,05",BRC0484A,Nome não encontrado
Selênio,mcg,"6,46","2,91",BRC0484A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0484A,Nome não encontrado
Vitamina A (RAE),mcg,"71,0","31,9",BRC0484A,Nome não encontrado
Vitamina D,mcg,"0,12","0,05",BRC0484A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,42","0,19",BRC0484A,Nome não encontrado
Tiamina,mg,"0,28","0,13",BRC0484A,Nome não encontrado
Riboflavina,mg,"0,05","0,02",BRC0484A,Nome não encontrado
Niacina,mg,"0,24","0,11",BRC0484A,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0484A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,05",BRC0484A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0484A,Nome não encontrado
Equivalente de folato,mcg,114,"51,6",BRC0484A,Nome não encontrado
Sal de adição,g,,,BRC0484A,Nome não encontrado
Açúcar de adição,g,,,BRC0484A,Nome não encontrado
Gordura de adição,g,-,-,BRC0484A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0484A,Nome não encontrado
Proteína animal,g,-,-,BRC0484A,Nome não encontrado
