componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,139,333,229,BRC0137C,Nome não encontrado
Energia,kcal,33,78,54,BRC0137C,Nome não encontrado
Umidade,g,"91,0",218,150,BRC0137C,Nome não encontrado
Carboidrato total,g,"7,55","18,1","12,5",BRC0137C,Nome não encontrado
Carboidrato disponível,g,"6,66","16,0","11,0",BRC0137C,Nome não encontrado
Proteína,g,"0,85","2,05","1,41",BRC0137C,Nome não encontrado
Lipídios,g,"0,12","0,28","0,19",BRC0137C,Nome não encontrado
Fibra alimentar,g,"0,90","2,15","1,48",BRC0137C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Cinzas,g,"0,51","1,23","0,84",BRC0137C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,03",BRC0137C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0137C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,10","0,07",BRC0137C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Cálcio,mg,"11,6","27,8","19,1",BRC0137C,Nome não encontrado
Ferro,mg,"0,14","0,34","0,23",BRC0137C,Nome não encontrado
Sódio,mg,"3,34","8,02","5,51",BRC0137C,Nome não encontrado
Magnésio,mg,"8,72","20,9","14,4",BRC0137C,Nome não encontrado
Fósforo,mg,"17,9","42,9","29,5",BRC0137C,Nome não encontrado
Potássio,mg,187,450,309,BRC0137C,Nome não encontrado
Manganês,mg,"0,04","0,10","0,07",BRC0137C,Nome não encontrado
Zinco,mg,"0,09","0,22","0,15",BRC0137C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0137C,Nome não encontrado
Selênio,mcg,"0,39","0,94","0,64",BRC0137C,Nome não encontrado
Vitamina A (RE),mcg,224,539,370,BRC0137C,Nome não encontrado
Vitamina A (RAE),mcg,112,269,185,BRC0137C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,44","0,30",BRC0137C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0137C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0137C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0137C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,02",BRC0137C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Vitamina C,mg,"52,9",126,"87,2",BRC0137C,Nome não encontrado
Equivalente de folato,mcg,"20,4","49,0","33,7",BRC0137C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0137C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0137C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0137C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0137C,Nome não encontrado
