componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,268,643,442,BRC0082G,Nome não encontrado
Energia,kcal,64,152,105,BRC0082G,Nome não encontrado
Umidade,g,"85,3",204,140,BRC0082G,Nome não encontrado
Carboidrato total,g,"10,6","25,3","17,4",BRC0082G,Nome não encontrado
Carboidrato disponível,g,"9,80","23,5","16,2",BRC0082G,Nome não encontrado
Proteína,g,"1,85","4,45","3,06",BRC0082G,Nome não encontrado
Lipídios,g,"1,73","4,14","2,85",BRC0082G,Nome não encontrado
Fibra alimentar,g,"0,75","1,80","1,24",BRC0082G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0082G,Nome não encontrado
Cinzas,g,"0,57","1,37","0,94",BRC0082G,Nome não encontrado
Colesterol,mg,"6,45","15,5","10,6",BRC0082G,Nome não encontrado
Ácidos graxos saturados,g,"1,06","2,55","1,75",BRC0082G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,49","1,18","0,81",BRC0082G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,16","0,11",BRC0082G,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0082G,Nome não encontrado
Cálcio,mg,"60,3",144,"99,4",BRC0082G,Nome não encontrado
Ferro,mg,"0,13","0,31","0,21",BRC0082G,Nome não encontrado
Sódio,mg,"33,7","80,9","55,6",BRC0082G,Nome não encontrado
Magnésio,mg,"10,8","25,8","17,8",BRC0082G,Nome não encontrado
Fósforo,mg,"49,0",117,"80,9",BRC0082G,Nome não encontrado
Potássio,mg,155,373,256,BRC0082G,Nome não encontrado
Manganês,mg,"0,03","0,06","0,04",BRC0082G,Nome não encontrado
Zinco,mg,"0,23","0,55","0,38",BRC0082G,Nome não encontrado
Cobre,mg,"0,23","0,54","0,37",BRC0082G,Nome não encontrado
Selênio,mcg,"2,56","6,15","4,23",BRC0082G,Nome não encontrado
Vitamina A (RE),mcg,"30,0","72,0","49,5",BRC0082G,Nome não encontrado
Vitamina A (RAE),mcg,"27,5","66,1","45,4",BRC0082G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0082G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,26","0,18",BRC0082G,Nome não encontrado
Tiamina,mg,"0,03","0,06","0,04",BRC0082G,Nome não encontrado
Riboflavina,mg,"0,13","0,31","0,22",BRC0082G,Nome não encontrado
Niacina,mg,"0,79","1,90","1,31",BRC0082G,Nome não encontrado
Vitamina B6,mg,"0,02","0,05","0,03",BRC0082G,Nome não encontrado
Vitamina B12,mcg,"0,20","0,47","0,32",BRC0082G,Nome não encontrado
Vitamina C,mg,"12,2","29,4","20,2",BRC0082G,Nome não encontrado
Equivalente de folato,mcg,"2,70","6,49","4,46",BRC0082G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0082G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0082G,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0082G,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0082G,Nome não encontrado
Proteína animal,g,-,-,-,BRC0082G,Nome não encontrado
