componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,613,257,183,BRC0302B,Nome não encontrado
Energia,kcal,145,60,43,BRC0302B,Nome não encontrado
Umidade,g,"59,5","25,0","17,8",BRC0302B,Nome não encontrado
Carboidrato total,g,"35,3","14,8","10,6",BRC0302B,Nome não encontrado
Carboidrato disponível,g,"31,4","13,2","9,42",BRC0302B,Nome não encontrado
Proteína,g,"2,19","0,92","0,66",BRC0302B,Nome não encontrado
Lipídios,g,"0,28","0,12","0,09",BRC0302B,Nome não encontrado
Fibra alimentar,g,"3,90","1,64","1,17",BRC0302B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Cinzas,g,"2,76","1,16","0,83",BRC0302B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,04","0,03",BRC0302B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0302B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,03","0,02",BRC0302B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Cálcio,mg,"37,3","15,7","11,2",BRC0302B,Nome não encontrado
Ferro,mg,"0,51","0,22","0,15",BRC0302B,Nome não encontrado
Sódio,mg,"11,6","4,89","3,49",BRC0302B,Nome não encontrado
Magnésio,mg,"32,0","13,5","9,61",BRC0302B,Nome não encontrado
Fósforo,mg,"48,4","20,3","14,5",BRC0302B,Nome não encontrado
Potássio,mg,451,189,135,BRC0302B,Nome não encontrado
Manganês,mg,"0,23","0,10","0,07",BRC0302B,Nome não encontrado
Zinco,mg,"0,27","0,11","0,08",BRC0302B,Nome não encontrado
Cobre,mg,"0,15","0,06","0,04",BRC0302B,Nome não encontrado
Selênio,mcg,"1,11","0,46","0,33",BRC0302B,Nome não encontrado
Vitamina A (RE),mcg,792,332,237,BRC0302B,Nome não encontrado
Vitamina A (RAE),mcg,396,166,118,BRC0302B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,47","0,62","0,44",BRC0302B,Nome não encontrado
Tiamina,mg,"0,06","0,02","0,02",BRC0302B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0302B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0302B,Nome não encontrado
Vitamina B6,mg,"0,12","0,05","0,04",BRC0302B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Vitamina C,mg,"17,5","7,34","5,25",BRC0302B,Nome não encontrado
Equivalente de folato,mcg,"14,7","6,17","4,41",BRC0302B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
Proteína vegetal,g,"2,19","0,92","0,66",BRC0302B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0302B,Nome não encontrado
