componente,unidade,Valor por 100g,Colher sopa cheia (10 g),codigo_alimento,nome_alimento
Energia,kJ,42,4,BRC0084B,Nome não encontrado
Energia,kcal,10,0,BRC0084B,Nome não encontrado
Umidade,g,"97,0","9,70",BRC0084B,Nome não encontrado
Carboidrato total,g,"1,60","0,16",BRC0084B,Nome não encontrado
Carboidrato disponível,g,"0,92","0,09",BRC0084B,Nome não encontrado
Proteína,g,"0,89","0,09",BRC0084B,Nome não encontrado
Lipídios,g,"0,15","0,02",BRC0084B,Nome não encontrado
Fibra alimentar,g,"0,68","0,07",BRC0084B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0084B,Nome não encontrado
Cinzas,g,"0,37","0,04",BRC0084B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0084B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00",BRC0084B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00",BRC0084B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,01",BRC0084B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0084B,Nome não encontrado
Cálcio,mg,"93,3","9,33",BRC0084B,Nome não encontrado
Ferro,mg,"0,65","0,06",BRC0084B,Nome não encontrado
Sódio,mg,"1,61","0,16",BRC0084B,Nome não encontrado
Magnésio,mg,"23,0","2,30",BRC0084B,Nome não encontrado
Fósforo,mg,"26,9","2,69",BRC0084B,Nome não encontrado
Potássio,mg,206,"20,7",BRC0084B,Nome não encontrado
Manganês,mg,"0,13","0,01",BRC0084B,Nome não encontrado
Zinco,mg,"0,27","0,03",BRC0084B,Nome não encontrado
Cobre,mg,"0,04","0,00",BRC0084B,Nome não encontrado
Selênio,mcg,"0,10","0,01",BRC0084B,Nome não encontrado
Vitamina A (RE),mcg,211,"21,1",BRC0084B,Nome não encontrado
Vitamina A (RAE),mcg,105,"10,6",BRC0084B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0084B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,04",BRC0084B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0084B,Nome não encontrado
Riboflavina,mg,"0,04","0,00",BRC0084B,Nome não encontrado
Niacina,mg,traços,traços,BRC0084B,Nome não encontrado
Vitamina B6,mg,"0,08","0,01",BRC0084B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0084B,Nome não encontrado
Vitamina C,mg,"17,5","1,75",BRC0084B,Nome não encontrado
Equivalente de folato,mcg,"27,3","2,73",BRC0084B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0084B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0084B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0084B,Nome não encontrado
Proteína vegetal,g,"0,89","0,09",BRC0084B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0084B,Nome não encontrado
