componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,158,378,260,BRC0101C,Nome não encontrado
Energia,kcal,37,89,61,BRC0101C,Nome não encontrado
Umidade,g,"90,4",217,149,BRC0101C,Nome não encontrado
Carboidrato total,g,"8,76","21,0","14,5",BRC0101C,Nome não encontrado
Carboidrato disponível,g,"8,76","21,0","14,5",BRC0101C,Nome não encontrado
Proteína,g,"0,52","1,25","0,86",BRC0101C,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0101C,Nome não encontrado
Fibra alimentar,g,traços,traços,traços,BRC0101C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Cinzas,g,"0,28","0,67","0,46",BRC0101C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0101C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0101C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0101C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Cálcio,mg,"4,28","10,3","7,07",BRC0101C,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0101C,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0101C,Nome não encontrado
Magnésio,mg,"6,46","15,5","10,7",BRC0101C,Nome não encontrado
Fósforo,mg,"9,02","21,6","14,9",BRC0101C,Nome não encontrado
Potássio,mg,119,285,196,BRC0101C,Nome não encontrado
Manganês,mg,"0,02","0,05","0,03",BRC0101C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0101C,Nome não encontrado
Cobre,mg,"0,02","0,05","0,03",BRC0101C,Nome não encontrado
Selênio,mcg,"0,10","0,24","0,17",BRC0101C,Nome não encontrado
Vitamina A (RE),mcg,"52,9",127,"87,3",BRC0101C,Nome não encontrado
Vitamina A (RAE),mcg,"26,5","63,5","43,7",BRC0101C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0101C,Nome não encontrado
Tiamina,mg,"0,06","0,15","0,10",BRC0101C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0101C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0101C,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0101C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Vitamina C,mg,"41,8",100,"68,9",BRC0101C,Nome não encontrado
Equivalente de folato,mcg,"5,00","12,0","8,25",BRC0101C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0101C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0101C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0101C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0101C,Nome não encontrado
