componente,unidade,Valor por 100g,Colher sopa cheia (23 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1316,302,171,BRC0027T,Nome não encontrado
Energia,kcal,312,71,40,BRC0027T,Nome não encontrado
Umidade,g,"11,3","2,60","1,47",BRC0027T,Nome não encontrado
Carboidrato total,g,"60,3","13,9","7,84",BRC0027T,Nome não encontrado
Carboidrato disponível,g,"45,1","10,4","5,86",BRC0027T,Nome não encontrado
Proteína,g,"23,4","5,37","3,04",BRC0027T,Nome não encontrado
Lipídios,g,"0,85","0,20","0,11",BRC0027T,Nome não encontrado
Fibra alimentar,g,"15,2","3,50","1,98",BRC0027T,Nome não encontrado
Álcool,g,,,,BRC0027T,Nome não encontrado
Cinzas,g,"4,20","0,97","0,55",BRC0027T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Ácidos graxos saturados,g,"0,22","0,05","0,03",BRC0027T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,02","0,01",BRC0027T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,08","0,05",BRC0027T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Cálcio,mg,139,"32,0","18,1",BRC0027T,Nome não encontrado
Ferro,mg,"9,90","2,28","1,29",BRC0027T,Nome não encontrado
Sódio,mg,"16,0","3,68","2,08",BRC0027T,Nome não encontrado
Magnésio,mg,160,"36,9","20,9",BRC0027T,Nome não encontrado
Fósforo,mg,301,"69,2","39,1",BRC0027T,Nome não encontrado
Potássio,mg,1795,412,233,BRC0027T,Nome não encontrado
Manganês,mg,,,,BRC0027T,Nome não encontrado
Zinco,mg,"3,30","0,76","0,43",BRC0027T,Nome não encontrado
Cobre,mg,"0,85","0,20","0,11",BRC0027T,Nome não encontrado
Selênio,mcg,"2,60","0,60","0,34",BRC0027T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,05","0,03",BRC0027T,Nome não encontrado
Tiamina,mg,"0,44","0,10","0,06",BRC0027T,Nome não encontrado
Riboflavina,mg,"0,15","0,03","0,02",BRC0027T,Nome não encontrado
Niacina,mg,"0,48","0,11","0,06",BRC0027T,Nome não encontrado
Vitamina B6,mg,"0,32","0,07","0,04",BRC0027T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Equivalente de folato,mcg,388,"89,2","50,4",BRC0027T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
Proteína vegetal,g,"23,4","5,37","3,04",BRC0027T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0027T,Nome não encontrado
