componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,931,930,BRC0304A,Nome não encontrado
Energia,kcal,222,221,BRC0304A,Nome não encontrado
Umidade,g,"51,7","51,7",BRC0304A,Nome não encontrado
Carboidrato total,g,"26,6","26,6",BRC0304A,Nome não encontrado
Carboidrato disponível,g,"23,9","23,9",BRC0304A,Nome não encontrado
Proteína,g,"9,92","9,92",BRC0304A,Nome não encontrado
Lipídios,g,"9,08","9,08",BRC0304A,Nome não encontrado
Fibra alimentar,g,"2,64","2,64",BRC0304A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0304A,Nome não encontrado
Cinzas,g,"2,70","2,70",BRC0304A,Nome não encontrado
Colesterol,mg,"19,8","19,8",BRC0304A,Nome não encontrado
Ácidos graxos saturados,g,"1,48","1,48",BRC0304A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,12","2,12",BRC0304A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,68","3,68",BRC0304A,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,14",BRC0304A,Nome não encontrado
Cálcio,mg,"70,0","70,0",BRC0304A,Nome não encontrado
Ferro,mg,"1,69","1,69",BRC0304A,Nome não encontrado
Sódio,mg,765,765,BRC0304A,Nome não encontrado
Magnésio,mg,"35,8","35,8",BRC0304A,Nome não encontrado
Fósforo,mg,190,190,BRC0304A,Nome não encontrado
Potássio,mg,182,182,BRC0304A,Nome não encontrado
Manganês,mg,"0,86","0,86",BRC0304A,Nome não encontrado
Zinco,mg,"1,34","1,34",BRC0304A,Nome não encontrado
Cobre,mg,"0,10","0,10",BRC0304A,Nome não encontrado
Selênio,mcg,"4,91","4,91",BRC0304A,Nome não encontrado
Vitamina A (RE),mcg,"0,12","0,12",BRC0304A,Nome não encontrado
Vitamina A (RAE),mcg,"1,36","1,36",BRC0304A,Nome não encontrado
Vitamina D,mcg,"0,16","0,16",BRC0304A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,25","1,25",BRC0304A,Nome não encontrado
Tiamina,mg,"0,21","0,21",BRC0304A,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0304A,Nome não encontrado
Niacina,mg,"1,17","1,17",BRC0304A,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0304A,Nome não encontrado
Vitamina B12,mcg,"0,11","0,11",BRC0304A,Nome não encontrado
Vitamina C,mg,"0,98","0,98",BRC0304A,Nome não encontrado
Equivalente de folato,mcg,"48,2","48,2",BRC0304A,Nome não encontrado
Sal de adição,g,,,BRC0304A,Nome não encontrado
Açúcar de adição,g,,,BRC0304A,Nome não encontrado
Gordura de adição,g,-,-,BRC0304A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0304A,Nome não encontrado
Proteína animal,g,-,-,BRC0304A,Nome não encontrado
