componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1456,291,BRC0057G,Nome não encontrado
Energia,kcal,350,70,BRC0057G,Nome não encontrado
Umidade,g,"41,0","8,19",BRC0057G,Nome não encontrado
Carboidrato total,g,"2,14","0,43",BRC0057G,Nome não encontrado
Carboidrato disponível,g,"2,14","0,43",BRC0057G,Nome não encontrado
Proteína,g,"25,6","5,12",BRC0057G,Nome não encontrado
Lipídios,g,"26,6","5,32",BRC0057G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0057G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0057G,Nome não encontrado
Cinzas,g,"4,71","0,94",BRC0057G,Nome não encontrado
Colesterol,mg,"69,0","13,8",BRC0057G,Nome não encontrado
Ácidos graxos saturados,g,"17,2","3,44",BRC0057G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,39","1,48",BRC0057G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,77","0,15",BRC0057G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0057G,Nome não encontrado
Cálcio,mg,756,151,BRC0057G,Nome não encontrado
Ferro,mg,"0,52","0,10",BRC0057G,Nome não encontrado
Sódio,mg,876,175,BRC0057G,Nome não encontrado
Magnésio,mg,"28,0","5,60",BRC0057G,Nome não encontrado
Fósforo,mg,496,"99,2",BRC0057G,Nome não encontrado
Potássio,mg,138,"27,6",BRC0057G,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0057G,Nome não encontrado
Zinco,mg,"3,23","0,65",BRC0057G,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0057G,Nome não encontrado
Selênio,mcg,,,BRC0057G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0057G,Nome não encontrado
Vitamina A (RAE),mcg,236,"47,2",BRC0057G,Nome não encontrado
Vitamina D,mcg,"0,50","0,10",BRC0057G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,05",BRC0057G,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0057G,Nome não encontrado
Riboflavina,mg,"0,32","0,06",BRC0057G,Nome não encontrado
Niacina,mg,"0,16","0,03",BRC0057G,Nome não encontrado
Vitamina B6,mg,"0,07","0,01",BRC0057G,Nome não encontrado
Vitamina B12,mcg,"1,46","0,29",BRC0057G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0057G,Nome não encontrado
Equivalente de folato,mcg,"10,00","2,00",BRC0057G,Nome não encontrado
Sal de adição,g,,,BRC0057G,Nome não encontrado
Açúcar de adição,g,,,BRC0057G,Nome não encontrado
Gordura de adição,g,,,BRC0057G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0057G,Nome não encontrado
Proteína animal,g,"25,6","5,12",BRC0057G,Nome não encontrado
