componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1266,316,BRC0803B,Nome não encontrado
Energia,kcal,300,75,BRC0803B,Nome não encontrado
Umidade,g,"29,5","7,37",BRC0803B,Nome não encontrado
Carboidrato total,g,"62,0","15,5",BRC0803B,Nome não encontrado
Carboidrato disponível,g,"57,8","14,4",BRC0803B,Nome não encontrado
Proteína,g,"1,50","0,37",BRC0803B,Nome não encontrado
Lipídios,g,"6,07","1,52",BRC0803B,Nome não encontrado
Fibra alimentar,g,"4,25","1,06",BRC0803B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0803B,Nome não encontrado
Cinzas,g,"0,91","0,23",BRC0803B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0803B,Nome não encontrado
Ácidos graxos saturados,g,"0,98","0,24",BRC0803B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,40","0,35",BRC0803B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,48","0,87",BRC0803B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01",BRC0803B,Nome não encontrado
Cálcio,mg,"41,1","10,3",BRC0803B,Nome não encontrado
Ferro,mg,"0,77","0,19",BRC0803B,Nome não encontrado
Sódio,mg,"5,27","1,32",BRC0803B,Nome não encontrado
Magnésio,mg,"35,6","8,89",BRC0803B,Nome não encontrado
Fósforo,mg,"35,9","8,98",BRC0803B,Nome não encontrado
Potássio,mg,325,"81,5",BRC0803B,Nome não encontrado
Manganês,mg,"0,60","0,15",BRC0803B,Nome não encontrado
Zinco,mg,"0,28","0,07",BRC0803B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0803B,Nome não encontrado
Selênio,mcg,"0,82","0,21",BRC0803B,Nome não encontrado
Vitamina A (RE),mcg,"85,5","21,4",BRC0803B,Nome não encontrado
Vitamina A (RAE),mcg,"35,9","8,98",BRC0803B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0803B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,12",BRC0803B,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0803B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0803B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0803B,Nome não encontrado
Vitamina B6,mg,"0,48","0,12",BRC0803B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0803B,Nome não encontrado
Vitamina C,mg,"5,70","1,42",BRC0803B,Nome não encontrado
Equivalente de folato,mcg,"30,1","7,53",BRC0803B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0803B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0803B,Nome não encontrado
Gordura de adição,g,-,-,BRC0803B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0803B,Nome não encontrado
Proteína animal,g,-,-,BRC0803B,Nome não encontrado
