componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,468,257,BRC0441N,Nome não encontrado
Energia,kcal,111,61,BRC0441N,Nome não encontrado
Umidade,g,"76,8","42,2",BRC0441N,Nome não encontrado
Carboidrato total,g,"6,07","3,34",BRC0441N,Nome não encontrado
Carboidrato disponível,g,"5,13","2,82",BRC0441N,Nome não encontrado
Proteína,g,"12,1","6,66",BRC0441N,Nome não encontrado
Lipídios,g,"4,51","2,48",BRC0441N,Nome não encontrado
Fibra alimentar,g,"0,94","0,52",BRC0441N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0441N,Nome não encontrado
Cinzas,g,"0,52","0,29",BRC0441N,Nome não encontrado
Colesterol,mg,"42,6","23,4",BRC0441N,Nome não encontrado
Ácidos graxos saturados,g,"2,22","1,22",BRC0441N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,49","0,82",BRC0441N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,11",BRC0441N,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,08",BRC0441N,Nome não encontrado
Cálcio,mg,"16,9","9,28",BRC0441N,Nome não encontrado
Ferro,mg,"1,13","0,62",BRC0441N,Nome não encontrado
Sódio,mg,"23,4","12,9",BRC0441N,Nome não encontrado
Magnésio,mg,"9,82","5,40",BRC0441N,Nome não encontrado
Fósforo,mg,"81,4","44,8",BRC0441N,Nome não encontrado
Potássio,mg,159,"87,8",BRC0441N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0441N,Nome não encontrado
Zinco,mg,"3,28","1,81",BRC0441N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0441N,Nome não encontrado
Selênio,mcg,"0,37","0,20",BRC0441N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0441N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0441N,Nome não encontrado
Vitamina D,mcg,"1,08","0,60",BRC0441N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44","0,24",BRC0441N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0441N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0441N,Nome não encontrado
Niacina,mg,"0,87","0,48",BRC0441N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0441N,Nome não encontrado
Vitamina B12,mcg,"1,06","0,58",BRC0441N,Nome não encontrado
Vitamina C,mg,"9,69","5,33",BRC0441N,Nome não encontrado
Equivalente de folato,mcg,"30,5","16,8",BRC0441N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0441N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0441N,Nome não encontrado
Gordura de adição,g,-,-,BRC0441N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0441N,Nome não encontrado
Proteína animal,g,-,-,BRC0441N,Nome não encontrado
