componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,1409,1408,BRC0060E,Nome não encontrado
Energia,kcal,338,338,BRC0060E,Nome não encontrado
Umidade,g,"41,3","41,3",BRC0060E,Nome não encontrado
Carboidrato total,g,"10,2","10,2",BRC0060E,Nome não encontrado
Carboidrato disponível,g,"10,2","10,2",BRC0060E,Nome não encontrado
Proteína,g,"23,5","23,5",BRC0060E,Nome não encontrado
Lipídios,g,"22,6","22,6",BRC0060E,Nome não encontrado
Fibra alimentar,g,,,BRC0060E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0060E,Nome não encontrado
Cinzas,g,"2,41","2,41",BRC0060E,Nome não encontrado
Colesterol,mg,281,281,BRC0060E,Nome não encontrado
Ácidos graxos saturados,g,"5,46","5,46",BRC0060E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,36","5,36",BRC0060E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"10,4","10,4",BRC0060E,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,04",BRC0060E,Nome não encontrado
Cálcio,mg,763,763,BRC0060E,Nome não encontrado
Ferro,mg,"3,04","3,04",BRC0060E,Nome não encontrado
Sódio,mg,"36,5","36,5",BRC0060E,Nome não encontrado
Magnésio,mg,"46,9","46,9",BRC0060E,Nome não encontrado
Fósforo,mg,577,577,BRC0060E,Nome não encontrado
Potássio,mg,319,319,BRC0060E,Nome não encontrado
Manganês,mg,"0,36","0,36",BRC0060E,Nome não encontrado
Zinco,mg,"3,77","3,77",BRC0060E,Nome não encontrado
Cobre,mg,"0,15","0,15",BRC0060E,Nome não encontrado
Selênio,mcg,,,BRC0060E,Nome não encontrado
Vitamina A (RE),mcg,"29,9","29,9",BRC0060E,Nome não encontrado
Vitamina A (RAE),mcg,"29,9","29,9",BRC0060E,Nome não encontrado
Vitamina D,mcg,,,BRC0060E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0060E,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0060E,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0060E,Nome não encontrado
Niacina,mg,"0,79","0,79",BRC0060E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0060E,Nome não encontrado
Vitamina B12,mcg,,,BRC0060E,Nome não encontrado
Vitamina C,mg,,,BRC0060E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0060E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0060E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0060E,Nome não encontrado
Gordura de adição,g,-,-,BRC0060E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0060E,Nome não encontrado
Proteína animal,g,-,-,BRC0060E,Nome não encontrado
