componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,679,679,BRC0637A,Nome não encontrado
Energia,kcal,161,160,BRC0637A,Nome não encontrado
Umidade,g,"61,6","61,6",BRC0637A,Nome não encontrado
Carboidrato total,g,"13,5","13,5",BRC0637A,Nome não encontrado
Carboidrato disponível,g,"12,7","12,7",BRC0637A,Nome não encontrado
Proteína,g,"20,1","20,1",BRC0637A,Nome não encontrado
Lipídios,g,"3,10","3,10",BRC0637A,Nome não encontrado
Fibra alimentar,g,"0,74","0,74",BRC0637A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0637A,Nome não encontrado
Cinzas,g,"1,71","1,71",BRC0637A,Nome não encontrado
Colesterol,mg,"44,8","44,8",BRC0637A,Nome não encontrado
Ácidos graxos saturados,g,"1,05","1,05",BRC0637A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,15","1,15",BRC0637A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,47","0,47",BRC0637A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0637A,Nome não encontrado
Cálcio,mg,"10,8","10,8",BRC0637A,Nome não encontrado
Ferro,mg,"1,16","1,16",BRC0637A,Nome não encontrado
Sódio,mg,317,317,BRC0637A,Nome não encontrado
Magnésio,mg,"28,1","28,1",BRC0637A,Nome não encontrado
Fósforo,mg,205,205,BRC0637A,Nome não encontrado
Potássio,mg,254,254,BRC0637A,Nome não encontrado
Manganês,mg,"0,09","0,09",BRC0637A,Nome não encontrado
Zinco,mg,"0,75","0,75",BRC0637A,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0637A,Nome não encontrado
Selênio,mcg,"8,82","8,82",BRC0637A,Nome não encontrado
Vitamina A (RE),mcg,"3,56","3,56",BRC0637A,Nome não encontrado
Vitamina A (RAE),mcg,"3,55","3,55",BRC0637A,Nome não encontrado
Vitamina D,mcg,"0,03","0,03",BRC0637A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,54",BRC0637A,Nome não encontrado
Tiamina,mg,"0,08","0,08",BRC0637A,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0637A,Nome não encontrado
Niacina,mg,"5,51","5,51",BRC0637A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0637A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,13",BRC0637A,Nome não encontrado
Vitamina C,mg,"0,27","0,27",BRC0637A,Nome não encontrado
Equivalente de folato,mcg,"41,0","41,0",BRC0637A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0637A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0637A,Nome não encontrado
Gordura de adição,g,-,-,BRC0637A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0637A,Nome não encontrado
Proteína animal,g,-,-,BRC0637A,Nome não encontrado
