componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1028,308,BRC0706A,Nome não encontrado
Energia,kcal,246,73,BRC0706A,Nome não encontrado
Umidade,g,"49,0","14,7",BRC0706A,Nome não encontrado
Carboidrato total,g,"24,4","7,32",BRC0706A,Nome não encontrado
Carboidrato disponível,g,"22,9","6,88",BRC0706A,Nome não encontrado
Proteína,g,"10,1","3,03",BRC0706A,Nome não encontrado
Lipídios,g,"12,3","3,69",BRC0706A,Nome não encontrado
Fibra alimentar,g,"1,48","0,44",BRC0706A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0706A,Nome não encontrado
Cinzas,g,"4,24","1,27",BRC0706A,Nome não encontrado
Colesterol,mg,"34,2","10,3",BRC0706A,Nome não encontrado
Ácidos graxos saturados,g,"5,65","1,70",BRC0706A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,10","0,93",BRC0706A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,23",BRC0706A,Nome não encontrado
Ácidos graxos trans,g,"0,28","0,08",BRC0706A,Nome não encontrado
Cálcio,mg,"39,0","11,7",BRC0706A,Nome não encontrado
Ferro,mg,"0,82","0,24",BRC0706A,Nome não encontrado
Sódio,mg,583,175,BRC0706A,Nome não encontrado
Magnésio,mg,"20,4","6,12",BRC0706A,Nome não encontrado
Fósforo,mg,132,"39,6",BRC0706A,Nome não encontrado
Potássio,mg,145,"43,7",BRC0706A,Nome não encontrado
Manganês,mg,"0,45","0,14",BRC0706A,Nome não encontrado
Zinco,mg,"0,48","0,14",BRC0706A,Nome não encontrado
Cobre,mg,"0,15","0,05",BRC0706A,Nome não encontrado
Selênio,mcg,"12,2","3,67",BRC0706A,Nome não encontrado
Vitamina A (RE),mcg,"32,2","9,67",BRC0706A,Nome não encontrado
Vitamina A (RAE),mcg,"41,1","12,3",BRC0706A,Nome não encontrado
Vitamina D,mcg,"5,60","1,68",BRC0706A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,69","0,21",BRC0706A,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0706A,Nome não encontrado
Riboflavina,mg,"0,07","0,02",BRC0706A,Nome não encontrado
Niacina,mg,"1,87","0,56",BRC0706A,Nome não encontrado
Vitamina B6,mg,"0,11","0,03",BRC0706A,Nome não encontrado
Vitamina B12,mcg,"1,05","0,31",BRC0706A,Nome não encontrado
Vitamina C,mg,"1,84","0,55",BRC0706A,Nome não encontrado
Equivalente de folato,mcg,"2,43","0,73",BRC0706A,Nome não encontrado
Sal de adição,g,,,BRC0706A,Nome não encontrado
Açúcar de adição,g,,,BRC0706A,Nome não encontrado
Gordura de adição,g,-,-,BRC0706A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0706A,Nome não encontrado
Proteína animal,g,-,-,BRC0706A,Nome não encontrado
