componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,322,289,BRC0179T,Nome não encontrado
Energia,kcal,76,68,BRC0179T,Nome não encontrado
Umidade,g,"79,1","71,2",BRC0179T,Nome não encontrado
Carboidrato total,g,"14,7","13,3",BRC0179T,Nome não encontrado
Carboidrato disponível,g,"11,0","9,87",BRC0179T,Nome não encontrado
Proteína,g,"4,03","3,63",BRC0179T,Nome não encontrado
Lipídios,g,"0,99","0,89",BRC0179T,Nome não encontrado
Fibra alimentar,g,"3,78","3,40",BRC0179T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0179T,Nome não encontrado
Cinzas,g,"1,15","1,04",BRC0179T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0179T,Nome não encontrado
Ácidos graxos saturados,g,"0,17","0,15",BRC0179T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,24","0,22",BRC0179T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,44",BRC0179T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0179T,Nome não encontrado
Cálcio,mg,"40,3","36,3",BRC0179T,Nome não encontrado
Ferro,mg,"1,32","1,19",BRC0179T,Nome não encontrado
Sódio,mg,"1,88","1,70",BRC0179T,Nome não encontrado
Magnésio,mg,"33,0","29,7",BRC0179T,Nome não encontrado
Fósforo,mg,"79,7","71,7",BRC0179T,Nome não encontrado
Potássio,mg,332,299,BRC0179T,Nome não encontrado
Manganês,mg,"0,76","0,68",BRC0179T,Nome não encontrado
Zinco,mg,"0,76","0,68",BRC0179T,Nome não encontrado
Cobre,mg,"0,16","0,15",BRC0179T,Nome não encontrado
Selênio,mcg,"0,11","0,09",BRC0179T,Nome não encontrado
Vitamina A (RE),mcg,"84,7","76,3",BRC0179T,Nome não encontrado
Vitamina A (RAE),mcg,"42,8","38,5",BRC0179T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0179T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,19",BRC0179T,Nome não encontrado
Tiamina,mg,"0,15","0,13",BRC0179T,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0179T,Nome não encontrado
Niacina,mg,"0,05","0,05",BRC0179T,Nome não encontrado
Vitamina B6,mg,"0,21","0,19",BRC0179T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0179T,Nome não encontrado
Vitamina C,mg,"9,36","8,42",BRC0179T,Nome não encontrado
Equivalente de folato,mcg,"35,7","32,2",BRC0179T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0179T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0179T,Nome não encontrado
Gordura de adição,g,-,-,BRC0179T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0179T,Nome não encontrado
Proteína animal,g,-,-,BRC0179T,Nome não encontrado
