componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,182,436,299,BRC0157C,Nome não encontrado
Energia,kcal,43,103,71,BRC0157C,Nome não encontrado
Umidade,g,"87,8",210,144,BRC0157C,Nome não encontrado
Carboidrato total,g,"10,4","24,9","17,1",BRC0157C,Nome não encontrado
Carboidrato disponível,g,"8,01","19,2","13,2",BRC0157C,Nome não encontrado
Proteína,g,"1,09","2,62","1,80",BRC0157C,Nome não encontrado
Lipídios,g,"0,22","0,52","0,35",BRC0157C,Nome não encontrado
Fibra alimentar,g,"2,37","5,68","3,91",BRC0157C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Cinzas,g,"0,55","1,32","0,91",BRC0157C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,01",BRC0157C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0157C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,03",BRC0157C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Cálcio,mg,"26,3","63,2","43,4",BRC0157C,Nome não encontrado
Ferro,mg,"0,20","0,48","0,33",BRC0157C,Nome não encontrado
Sódio,mg,"3,50","8,40","5,78",BRC0157C,Nome não encontrado
Magnésio,mg,"12,6","30,2","20,8",BRC0157C,Nome não encontrado
Fósforo,mg,"21,1","50,6","34,8",BRC0157C,Nome não encontrado
Potássio,mg,209,503,345,BRC0157C,Nome não encontrado
Manganês,mg,"0,23","0,54","0,37",BRC0157C,Nome não encontrado
Zinco,mg,"0,20","0,48","0,33",BRC0157C,Nome não encontrado
Cobre,mg,"0,05","0,11","0,08",BRC0157C,Nome não encontrado
Selênio,mcg,"0,33","0,79","0,54",BRC0157C,Nome não encontrado
Vitamina A (RE),mcg,111,268,184,BRC0157C,Nome não encontrado
Vitamina A (RAE),mcg,"55,9",134,"92,3",BRC0157C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,82","0,56",BRC0157C,Nome não encontrado
Tiamina,mg,"0,06","0,14","0,09",BRC0157C,Nome não encontrado
Riboflavina,mg,"0,03","0,07","0,05",BRC0157C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0157C,Nome não encontrado
Vitamina B6,mg,"0,03","0,08","0,05",BRC0157C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Vitamina C,mg,"34,4","82,5","56,7",BRC0157C,Nome não encontrado
Equivalente de folato,mcg,"40,5","97,1","66,8",BRC0157C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0157C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0157C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0157C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0157C,Nome não encontrado
