componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1482,192,BRC0068R,Nome não encontrado
Energia,kcal,351,45,BRC0068R,Nome não encontrado
Umidade,g,"4,20","0,55",BRC0068R,Nome não encontrado
Carboidrato total,g,"66,2","8,60",BRC0068R,Nome não encontrado
Carboidrato disponível,g,"64,2","8,34",BRC0068R,Nome não encontrado
Proteína,g,"10,1","1,31",BRC0068R,Nome não encontrado
Lipídios,g,"5,50","0,72",BRC0068R,Nome não encontrado
Fibra alimentar,g,"2,00","0,26",BRC0068R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0068R,Nome não encontrado
Cinzas,g,"14,0","1,82",BRC0068R,Nome não encontrado
Colesterol,mg,"62,5","8,13",BRC0068R,Nome não encontrado
Ácidos graxos saturados,g,"1,66","0,22",BRC0068R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","0,25",BRC0068R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,18","0,15",BRC0068R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0068R,Nome não encontrado
Cálcio,mg,"55,4","7,21",BRC0068R,Nome não encontrado
Ferro,mg,"2,46","0,32",BRC0068R,Nome não encontrado
Sódio,mg,3671,477,BRC0068R,Nome não encontrado
Magnésio,mg,"38,3","4,98",BRC0068R,Nome não encontrado
Fósforo,mg,196,"25,5",BRC0068R,Nome não encontrado
Potássio,mg,308,"40,1",BRC0068R,Nome não encontrado
Manganês,mg,,,BRC0068R,Nome não encontrado
Zinco,mg,"1,66","0,22",BRC0068R,Nome não encontrado
Cobre,mg,,,BRC0068R,Nome não encontrado
Selênio,mcg,,,BRC0068R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0068R,Nome não encontrado
Vitamina A (RAE),mcg,"6,76","0,88",BRC0068R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0068R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,04",BRC0068R,Nome não encontrado
Tiamina,mg,"0,58","0,08",BRC0068R,Nome não encontrado
Riboflavina,mg,"0,38","0,05",BRC0068R,Nome não encontrado
Niacina,mg,"4,92","0,64",BRC0068R,Nome não encontrado
Vitamina B6,mg,"0,24","0,03",BRC0068R,Nome não encontrado
Vitamina B12,mcg,"0,76","0,10",BRC0068R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0068R,Nome não encontrado
Equivalente de folato,mcg,115,"15,1",BRC0068R,Nome não encontrado
Sal de adição,g,,,BRC0068R,Nome não encontrado
Açúcar de adição,g,,,BRC0068R,Nome não encontrado
Gordura de adição,g,,,BRC0068R,Nome não encontrado
Proteína vegetal,g,,,BRC0068R,Nome não encontrado
Proteína animal,g,,,BRC0068R,Nome não encontrado
