componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,509,BRC0513E,Nome não encontrado
Energia,kcal,121,BRC0513E,Nome não encontrado
Umidade,g,"72,4",BRC0513E,Nome não encontrado
Carboidrato total,g,"1,31",BRC0513E,Nome não encontrado
Carboidrato disponível,g,"1,01",BRC0513E,Nome não encontrado
Proteína,g,"20,9",BRC0513E,Nome não encontrado
Lipídios,g,"3,63",BRC0513E,Nome não encontrado
Fibra alimentar,g,"0,29",BRC0513E,Nome não encontrado
Álcool,g,"0,00",BRC0513E,Nome não encontrado
Cinzas,g,"1,68",BRC0513E,Nome não encontrado
Colesterol,mg,"34,7",BRC0513E,Nome não encontrado
Ácidos graxos saturados,g,"0,54",BRC0513E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,24",BRC0513E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,17",BRC0513E,Nome não encontrado
Ácidos graxos trans,g,"0,02",BRC0513E,Nome não encontrado
Cálcio,mg,"17,5",BRC0513E,Nome não encontrado
Ferro,mg,"0,14",BRC0513E,Nome não encontrado
Sódio,mg,268,BRC0513E,Nome não encontrado
Magnésio,mg,"26,0",BRC0513E,Nome não encontrado
Fósforo,mg,167,BRC0513E,Nome não encontrado
Potássio,mg,281,BRC0513E,Nome não encontrado
Manganês,mg,"0,06",BRC0513E,Nome não encontrado
Zinco,mg,"0,68",BRC0513E,Nome não encontrado
Cobre,mg,"0,07",BRC0513E,Nome não encontrado
Selênio,mcg,"0,04",BRC0513E,Nome não encontrado
Vitamina A (RE),mcg,"7,91",BRC0513E,Nome não encontrado
Vitamina A (RAE),mcg,"6,35",BRC0513E,Nome não encontrado
Vitamina D,mcg,,BRC0513E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24",BRC0513E,Nome não encontrado
Tiamina,mg,"0,04",BRC0513E,Nome não encontrado
Riboflavina,mg,"0,04",BRC0513E,Nome não encontrado
Niacina,mg,"1,97",BRC0513E,Nome não encontrado
Vitamina B6,mg,"0,13",BRC0513E,Nome não encontrado
Vitamina B12,mcg,"1,15",BRC0513E,Nome não encontrado
Vitamina C,mg,"8,67",BRC0513E,Nome não encontrado
Equivalente de folato,mcg,"3,72",BRC0513E,Nome não encontrado
Sal de adição,g,"0,00",BRC0513E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0513E,Nome não encontrado
Gordura de adição,g,-,BRC0513E,Nome não encontrado
Proteína vegetal,g,-,BRC0513E,Nome não encontrado
Proteína animal,g,-,BRC0513E,Nome não encontrado
