componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,410,225,BRC0241N,Nome não encontrado
Energia,kcal,97,53,BRC0241N,Nome não encontrado
Umidade,g,"76,3","42,0",BRC0241N,Nome não encontrado
Carboidrato total,g,"7,77","4,27",BRC0241N,Nome não encontrado
Carboidrato disponível,g,"7,07","3,89",BRC0241N,Nome não encontrado
Proteína,g,"13,8","7,57",BRC0241N,Nome não encontrado
Lipídios,g,"1,35","0,74",BRC0241N,Nome não encontrado
Fibra alimentar,g,"0,70","0,38",BRC0241N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0241N,Nome não encontrado
Cinzas,g,"0,79","0,43",BRC0241N,Nome não encontrado
Colesterol,mg,"36,1","19,9",BRC0241N,Nome não encontrado
Ácidos graxos saturados,g,"0,47","0,26",BRC0241N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,25",BRC0241N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,15",BRC0241N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0241N,Nome não encontrado
Cálcio,mg,"9,56","5,26",BRC0241N,Nome não encontrado
Ferro,mg,"0,17","0,09",BRC0241N,Nome não encontrado
Sódio,mg,"15,0","8,25",BRC0241N,Nome não encontrado
Magnésio,mg,"12,4","6,83",BRC0241N,Nome não encontrado
Fósforo,mg,115,"63,3",BRC0241N,Nome não encontrado
Potássio,mg,189,104,BRC0241N,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0241N,Nome não encontrado
Zinco,mg,"0,53","0,29",BRC0241N,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0241N,Nome não encontrado
Selênio,mcg,"5,03","2,77",BRC0241N,Nome não encontrado
Vitamina A (RE),mcg,"18,1","9,96",BRC0241N,Nome não encontrado
Vitamina A (RAE),mcg,"9,27","5,10",BRC0241N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0241N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,41",BRC0241N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0241N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0241N,Nome não encontrado
Niacina,mg,"3,12","1,72",BRC0241N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0241N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0241N,Nome não encontrado
Vitamina C,mg,"0,99","0,54",BRC0241N,Nome não encontrado
Equivalente de folato,mcg,"6,57","3,61",BRC0241N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0241N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0241N,Nome não encontrado
Gordura de adição,g,-,-,BRC0241N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0241N,Nome não encontrado
Proteína animal,g,-,-,BRC0241N,Nome não encontrado
