componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,925,832,BRC0096N,Nome não encontrado
Energia,kcal,219,197,BRC0096N,Nome não encontrado
Umidade,g,"48,6","43,8",BRC0096N,Nome não encontrado
Carboidrato total,g,"36,5","32,8",BRC0096N,Nome não encontrado
Carboidrato disponível,g,"34,7","31,2",BRC0096N,Nome não encontrado
Proteína,g,"7,81","7,03",BRC0096N,Nome não encontrado
Lipídios,g,"5,04","4,53",BRC0096N,Nome não encontrado
Fibra alimentar,g,"1,77","1,59",BRC0096N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0096N,Nome não encontrado
Cinzas,g,"2,05","1,84",BRC0096N,Nome não encontrado
Colesterol,mg,"38,5","34,6",BRC0096N,Nome não encontrado
Ácidos graxos saturados,g,"1,42","1,27",BRC0096N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,47","1,33",BRC0096N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","1,26",BRC0096N,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0096N,Nome não encontrado
Cálcio,mg,"30,7","27,6",BRC0096N,Nome não encontrado
Ferro,mg,"2,88","2,59",BRC0096N,Nome não encontrado
Sódio,mg,575,518,BRC0096N,Nome não encontrado
Magnésio,mg,"20,7","18,6",BRC0096N,Nome não encontrado
Fósforo,mg,114,102,BRC0096N,Nome não encontrado
Potássio,mg,190,171,BRC0096N,Nome não encontrado
Manganês,mg,"0,25","0,22",BRC0096N,Nome não encontrado
Zinco,mg,"0,76","0,69",BRC0096N,Nome não encontrado
Cobre,mg,"0,11","0,10",BRC0096N,Nome não encontrado
Selênio,mcg,"47,4","42,7",BRC0096N,Nome não encontrado
Vitamina A (RE),mcg,"47,3","42,6",BRC0096N,Nome não encontrado
Vitamina A (RAE),mcg,"34,9","31,4",BRC0096N,Nome não encontrado
Vitamina D,mcg,"0,21","0,19",BRC0096N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,61",BRC0096N,Nome não encontrado
Tiamina,mg,"0,19","0,17",BRC0096N,Nome não encontrado
Riboflavina,mg,"0,07","0,06",BRC0096N,Nome não encontrado
Niacina,mg,"0,95","0,85",BRC0096N,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0096N,Nome não encontrado
Vitamina B12,mcg,"0,16","0,14",BRC0096N,Nome não encontrado
Vitamina C,mg,"4,25","3,83",BRC0096N,Nome não encontrado
Equivalente de folato,mcg,"91,9","82,7",BRC0096N,Nome não encontrado
Sal de adição,g,,,BRC0096N,Nome não encontrado
Açúcar de adição,g,,,BRC0096N,Nome não encontrado
Gordura de adição,g,-,-,BRC0096N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0096N,Nome não encontrado
Proteína animal,g,-,-,BRC0096N,Nome não encontrado
