componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (65 g),codigo_alimento,nome_alimento
Energia,kJ,1187,771,BRC0470A,Nome não encontrado
Energia,kcal,281,182,BRC0470A,Nome não encontrado
Umidade,g,"34,9","22,7",BRC0470A,Nome não encontrado
Carboidrato total,g,"48,1","31,2",BRC0470A,Nome não encontrado
Carboidrato disponível,g,"46,0","29,9",BRC0470A,Nome não encontrado
Proteína,g,"9,14","5,94",BRC0470A,Nome não encontrado
Lipídios,g,"6,29","4,09",BRC0470A,Nome não encontrado
Fibra alimentar,g,"2,01","1,30",BRC0470A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0470A,Nome não encontrado
Cinzas,g,"1,62","1,05",BRC0470A,Nome não encontrado
Colesterol,mg,"14,6","9,52",BRC0470A,Nome não encontrado
Ácidos graxos saturados,g,"3,46","2,25",BRC0470A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,79","1,16",BRC0470A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54","0,35",BRC0470A,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,13",BRC0470A,Nome não encontrado
Cálcio,mg,"23,1","15,0",BRC0470A,Nome não encontrado
Ferro,mg,"3,53","2,29",BRC0470A,Nome não encontrado
Sódio,mg,599,389,BRC0470A,Nome não encontrado
Magnésio,mg,"20,2","13,1",BRC0470A,Nome não encontrado
Fósforo,mg,"92,4","60,1",BRC0470A,Nome não encontrado
Potássio,mg,134,"87,4",BRC0470A,Nome não encontrado
Manganês,mg,"0,38","0,24",BRC0470A,Nome não encontrado
Zinco,mg,"0,72","0,47",BRC0470A,Nome não encontrado
Cobre,mg,"0,11","0,07",BRC0470A,Nome não encontrado
Selênio,mcg,"5,62","3,65",BRC0470A,Nome não encontrado
Vitamina A (RE),mcg,"1,57","1,02",BRC0470A,Nome não encontrado
Vitamina A (RAE),mcg,"50,7","33,0",BRC0470A,Nome não encontrado
Vitamina D,mcg,"0,08","0,05",BRC0470A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,17",BRC0470A,Nome não encontrado
Tiamina,mg,"0,32","0,21",BRC0470A,Nome não encontrado
Riboflavina,mg,"0,58","0,37",BRC0470A,Nome não encontrado
Niacina,mg,"2,06","1,34",BRC0470A,Nome não encontrado
Vitamina B6,mg,"0,49","0,32",BRC0470A,Nome não encontrado
Vitamina B12,mcg,"0,07","0,04",BRC0470A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0470A,Nome não encontrado
Equivalente de folato,mcg,117,"76,1",BRC0470A,Nome não encontrado
Sal de adição,g,,,BRC0470A,Nome não encontrado
Açúcar de adição,g,,,BRC0470A,Nome não encontrado
Gordura de adição,g,-,-,BRC0470A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0470A,Nome não encontrado
Proteína animal,g,-,-,BRC0470A,Nome não encontrado
