componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,852,852,BRC0042J,Nome não encontrado
Energia,kcal,205,205,BRC0042J,Nome não encontrado
Umidade,g,"61,0","61,0",BRC0042J,Nome não encontrado
Carboidrato total,g,"18,6","18,6",BRC0042J,Nome não encontrado
Carboidrato disponível,g,"16,5","16,5",BRC0042J,Nome não encontrado
Proteína,g,"6,82","6,82",BRC0042J,Nome não encontrado
Lipídios,g,"11,9","11,9",BRC0042J,Nome não encontrado
Fibra alimentar,g,"1,92","1,92",BRC0042J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0042J,Nome não encontrado
Cinzas,g,"1,71","1,71",BRC0042J,Nome não encontrado
Colesterol,mg,144,144,BRC0042J,Nome não encontrado
Ácidos graxos saturados,g,"2,41","2,41",BRC0042J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,55","3,55",BRC0042J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,88","4,88",BRC0042J,Nome não encontrado
Ácidos graxos trans,g,"0,05","0,05",BRC0042J,Nome não encontrado
Cálcio,mg,"25,3","25,3",BRC0042J,Nome não encontrado
Ferro,mg,"1,01","1,01",BRC0042J,Nome não encontrado
Sódio,mg,193,193,BRC0042J,Nome não encontrado
Magnésio,mg,"13,0","13,0",BRC0042J,Nome não encontrado
Fósforo,mg,"100,0","100,0",BRC0042J,Nome não encontrado
Potássio,mg,315,315,BRC0042J,Nome não encontrado
Manganês,mg,"0,14","0,14",BRC0042J,Nome não encontrado
Zinco,mg,"0,75","0,75",BRC0042J,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0042J,Nome não encontrado
Selênio,mcg,"6,41","6,41",BRC0042J,Nome não encontrado
Vitamina A (RE),mcg,"73,2","73,2",BRC0042J,Nome não encontrado
Vitamina A (RAE),mcg,"68,1","68,1",BRC0042J,Nome não encontrado
Vitamina D,mcg,"0,76","0,76",BRC0042J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,47",BRC0042J,Nome não encontrado
Tiamina,mg,"0,11","0,11",BRC0042J,Nome não encontrado
Riboflavina,mg,"0,23","0,23",BRC0042J,Nome não encontrado
Niacina,mg,"1,44","1,44",BRC0042J,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0042J,Nome não encontrado
Vitamina B12,mcg,"0,33","0,33",BRC0042J,Nome não encontrado
Vitamina C,mg,"8,48","8,48",BRC0042J,Nome não encontrado
Equivalente de folato,mcg,"25,9","25,9",BRC0042J,Nome não encontrado
Sal de adição,g,"0,32","0,32",BRC0042J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0042J,Nome não encontrado
Gordura de adição,g,"2,30","2,30",BRC0042J,Nome não encontrado
Proteína vegetal,g,"2,30","2,30",BRC0042J,Nome não encontrado
Proteína animal,g,"4,51","4,51",BRC0042J,Nome não encontrado
