componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,797,876,BRC0947F,Nome não encontrado
Energia,kcal,190,209,BRC0947F,Nome não encontrado
Umidade,g,"61,3","67,4",BRC0947F,Nome não encontrado
Carboidrato total,g,"2,10","2,31",BRC0947F,Nome não encontrado
Carboidrato disponível,g,"2,10","2,31",BRC0947F,Nome não encontrado
Proteína,g,"27,9","30,7",BRC0947F,Nome não encontrado
Lipídios,g,"7,77","8,55",BRC0947F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0947F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0947F,Nome não encontrado
Cinzas,g,"0,94","1,03",BRC0947F,Nome não encontrado
Colesterol,mg,"92,0",101,BRC0947F,Nome não encontrado
Ácidos graxos saturados,g,"2,71","2,98",BRC0947F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,55","3,90",BRC0947F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,50",BRC0947F,Nome não encontrado
Ácidos graxos trans,g,"0,28","0,30",BRC0947F,Nome não encontrado
Cálcio,mg,"22,0","24,2",BRC0947F,Nome não encontrado
Ferro,mg,"2,00","2,20",BRC0947F,Nome não encontrado
Sódio,mg,"90,0","99,0",BRC0947F,Nome não encontrado
Magnésio,mg,"34,0","37,4",BRC0947F,Nome não encontrado
Fósforo,mg,214,235,BRC0947F,Nome não encontrado
Potássio,mg,201,221,BRC0947F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0947F,Nome não encontrado
Zinco,mg,"5,08","5,59",BRC0947F,Nome não encontrado
Cobre,mg,"0,12","0,13",BRC0947F,Nome não encontrado
Selênio,mcg,"19,9","21,9",BRC0947F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0947F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0947F,Nome não encontrado
Vitamina D,mcg,"1,10","1,21",BRC0947F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,39","0,43",BRC0947F,Nome não encontrado
Tiamina,mg,"0,08","0,09",BRC0947F,Nome não encontrado
Riboflavina,mg,"0,34","0,37",BRC0947F,Nome não encontrado
Niacina,mg,"3,73","4,10",BRC0947F,Nome não encontrado
Vitamina B6,mg,"0,18","0,20",BRC0947F,Nome não encontrado
Vitamina B12,mcg,"1,86","2,05",BRC0947F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0947F,Nome não encontrado
Equivalente de folato,mcg,"4,00","4,40",BRC0947F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0947F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0947F,Nome não encontrado
Gordura de adição,g,-,-,BRC0947F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0947F,Nome não encontrado
Proteína animal,g,-,-,BRC0947F,Nome não encontrado
