componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,407,366,BRC0174T,Nome não encontrado
Energia,kcal,97,87,BRC0174T,Nome não encontrado
Umidade,g,"76,8","69,1",BRC0174T,Nome não encontrado
Carboidrato total,g,"14,3","12,9",BRC0174T,Nome não encontrado
Carboidrato disponível,g,"10,7","9,59",BRC0174T,Nome não encontrado
Proteína,g,"3,92","3,53",BRC0174T,Nome não encontrado
Lipídios,g,"3,51","3,16",BRC0174T,Nome não encontrado
Fibra alimentar,g,"3,67","3,30",BRC0174T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0174T,Nome não encontrado
Cinzas,g,"1,42","1,28",BRC0174T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0174T,Nome não encontrado
Ácidos graxos saturados,g,"0,54","0,49",BRC0174T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,10","1,89",BRC0174T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,69",BRC0174T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0174T,Nome não encontrado
Cálcio,mg,"39,2","35,3",BRC0174T,Nome não encontrado
Ferro,mg,"1,30","1,17",BRC0174T,Nome não encontrado
Sódio,mg,124,111,BRC0174T,Nome não encontrado
Magnésio,mg,"32,1","28,8",BRC0174T,Nome não encontrado
Fósforo,mg,"77,4","69,6",BRC0174T,Nome não encontrado
Potássio,mg,323,291,BRC0174T,Nome não encontrado
Manganês,mg,"0,74","0,66",BRC0174T,Nome não encontrado
Zinco,mg,"0,73","0,66",BRC0174T,Nome não encontrado
Cobre,mg,"0,16","0,14",BRC0174T,Nome não encontrado
Selênio,mcg,"0,10","0,09",BRC0174T,Nome não encontrado
Vitamina A (RE),mcg,"82,3","74,1",BRC0174T,Nome não encontrado
Vitamina A (RAE),mcg,"41,6","37,4",BRC0174T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0174T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,61",BRC0174T,Nome não encontrado
Tiamina,mg,"0,14","0,13",BRC0174T,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0174T,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0174T,Nome não encontrado
Vitamina B6,mg,"0,21","0,19",BRC0174T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0174T,Nome não encontrado
Vitamina C,mg,"9,09","8,18",BRC0174T,Nome não encontrado
Equivalente de folato,mcg,"34,7","31,2",BRC0174T,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0174T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0174T,Nome não encontrado
Gordura de adição,g,-,-,BRC0174T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0174T,Nome não encontrado
Proteína animal,g,-,-,BRC0174T,Nome não encontrado
