componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,703,BRC0910F,Nome não encontrado
Energia,kcal,168,BRC0910F,Nome não encontrado
Umidade,g,"69,8",BRC0910F,Nome não encontrado
Carboidrato total,g,"2,96",BRC0910F,Nome não encontrado
Carboidrato disponível,g,"2,96",BRC0910F,Nome não encontrado
Proteína,g,"15,0",BRC0910F,Nome não encontrado
Lipídios,g,"10,8",BRC0910F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0910F,Nome não encontrado
Álcool,g,"0,00",BRC0910F,Nome não encontrado
Cinzas,g,"1,51",BRC0910F,Nome não encontrado
Colesterol,mg,"65,9",BRC0910F,Nome não encontrado
Ácidos graxos saturados,g,"5,23",BRC0910F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,31",BRC0910F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,85",BRC0910F,Nome não encontrado
Ácidos graxos trans,g,"0,27",BRC0910F,Nome não encontrado
Cálcio,mg,"28,3",BRC0910F,Nome não encontrado
Ferro,mg,"2,69",BRC0910F,Nome não encontrado
Sódio,mg,302,BRC0910F,Nome não encontrado
Magnésio,mg,"21,4",BRC0910F,Nome não encontrado
Fósforo,mg,184,BRC0910F,Nome não encontrado
Potássio,mg,320,BRC0910F,Nome não encontrado
Manganês,mg,"0,03",BRC0910F,Nome não encontrado
Zinco,mg,"2,03",BRC0910F,Nome não encontrado
Cobre,mg,"0,14",BRC0910F,Nome não encontrado
Selênio,mcg,"0,00",BRC0910F,Nome não encontrado
Vitamina A (RE),mcg,,BRC0910F,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0910F,Nome não encontrado
Vitamina D,mcg,,BRC0910F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,96",BRC0910F,Nome não encontrado
Tiamina,mg,"0,06",BRC0910F,Nome não encontrado
Riboflavina,mg,"0,05",BRC0910F,Nome não encontrado
Niacina,mg,"3,24",BRC0910F,Nome não encontrado
Vitamina B6,mg,traços,BRC0910F,Nome não encontrado
Vitamina B12,mcg,"0,22",BRC0910F,Nome não encontrado
Vitamina C,mg,traços,BRC0910F,Nome não encontrado
Equivalente de folato,mcg,"62,6",BRC0910F,Nome não encontrado
Sal de adição,g,"0,45",BRC0910F,Nome não encontrado
Açúcar de adição,g,,BRC0910F,Nome não encontrado
Gordura de adição,g,-,BRC0910F,Nome não encontrado
Proteína vegetal,g,-,BRC0910F,Nome não encontrado
Proteína animal,g,-,BRC0910F,Nome não encontrado
