componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,264,52,343,BRC0499F,Nome não encontrado
Energia,kcal,63,12,81,BRC0499F,Nome não encontrado
Umidade,g,"85,5","17,1",111,BRC0499F,Nome não encontrado
Carboidrato total,g,"3,49","0,70","4,54",BRC0499F,Nome não encontrado
Carboidrato disponível,g,"2,70","0,54","3,51",BRC0499F,Nome não encontrado
Proteína,g,"8,84","1,77","11,5",BRC0499F,Nome não encontrado
Lipídios,g,"1,66","0,33","2,16",BRC0499F,Nome não encontrado
Fibra alimentar,g,"0,79","0,16","1,02",BRC0499F,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0499F,Nome não encontrado
Cinzas,g,"0,47","0,09","0,61",BRC0499F,Nome não encontrado
Colesterol,mg,"23,5","4,71","30,6",BRC0499F,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,08","0,54",BRC0499F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,48","0,10","0,62",BRC0499F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,63","0,13","0,82",BRC0499F,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,00","0,02",BRC0499F,Nome não encontrado
Cálcio,mg,"7,30","1,46","9,48",BRC0499F,Nome não encontrado
Ferro,mg,"0,20","0,04","0,25",BRC0499F,Nome não encontrado
Sódio,mg,"10,9","2,19","14,2",BRC0499F,Nome não encontrado
Magnésio,mg,"7,33","1,47","9,53",BRC0499F,Nome não encontrado
Fósforo,mg,"71,1","14,2","92,4",BRC0499F,Nome não encontrado
Potássio,mg,140,"28,2",182,BRC0499F,Nome não encontrado
Manganês,mg,"0,05","0,01","0,06",BRC0499F,Nome não encontrado
Zinco,mg,"0,33","0,07","0,43",BRC0499F,Nome não encontrado
Cobre,mg,"0,03","0,01","0,04",BRC0499F,Nome não encontrado
Selênio,mcg,"3,28","0,66","4,26",BRC0499F,Nome não encontrado
Vitamina A (RE),mcg,133,"26,6",173,BRC0499F,Nome não encontrado
Vitamina A (RAE),mcg,"67,0","13,4","87,1",BRC0499F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0499F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,98","0,20","1,28",BRC0499F,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,06",BRC0499F,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0499F,Nome não encontrado
Niacina,mg,"2,20","0,44","2,85",BRC0499F,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,04",BRC0499F,Nome não encontrado
Vitamina B12,mcg,"0,04","0,01","0,05",BRC0499F,Nome não encontrado
Vitamina C,mg,"1,88","0,38","2,44",BRC0499F,Nome não encontrado
Equivalente de folato,mcg,"6,06","1,21","7,87",BRC0499F,Nome não encontrado
Sal de adição,g,"0,47","0,09","0,61",BRC0499F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0499F,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0499F,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0499F,Nome não encontrado
Proteína animal,g,-,-,-,BRC0499F,Nome não encontrado
