componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,403,221,BRC0152N,Nome não encontrado
Energia,kcal,96,52,BRC0152N,Nome não encontrado
Umidade,g,"78,6","43,2",BRC0152N,Nome não encontrado
Carboidrato total,g,"5,34","2,94",BRC0152N,Nome não encontrado
Carboidrato disponível,g,"4,50","2,47",BRC0152N,Nome não encontrado
Proteína,g,"11,8","6,51",BRC0152N,Nome não encontrado
Lipídios,g,"3,21","1,77",BRC0152N,Nome não encontrado
Fibra alimentar,g,"0,84","0,46",BRC0152N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0152N,Nome não encontrado
Cinzas,g,"1,06","0,58",BRC0152N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0152N,Nome não encontrado
Ácidos graxos saturados,g,"0,71","0,39",BRC0152N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,87","1,03",BRC0152N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,25",BRC0152N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0152N,Nome não encontrado
Cálcio,mg,"10,3","5,67",BRC0152N,Nome não encontrado
Ferro,mg,"0,30","0,17",BRC0152N,Nome não encontrado
Sódio,mg,151,"83,1",BRC0152N,Nome não encontrado
Magnésio,mg,"12,5","6,87",BRC0152N,Nome não encontrado
Fósforo,mg,"96,9","53,3",BRC0152N,Nome não encontrado
Potássio,mg,213,117,BRC0152N,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0152N,Nome não encontrado
Zinco,mg,"0,47","0,26",BRC0152N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0152N,Nome não encontrado
Selênio,mcg,"4,26","2,34",BRC0152N,Nome não encontrado
Vitamina A (RE),mcg,"31,0","17,0",BRC0152N,Nome não encontrado
Vitamina A (RAE),mcg,"15,7","8,63",BRC0152N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0152N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25","0,14",BRC0152N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0152N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0152N,Nome não encontrado
Niacina,mg,"3,14","1,73",BRC0152N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0152N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0152N,Nome não encontrado
Vitamina C,mg,"5,07","2,79",BRC0152N,Nome não encontrado
Equivalente de folato,mcg,"9,62","5,29",BRC0152N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0152N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0152N,Nome não encontrado
Gordura de adição,g,-,-,BRC0152N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0152N,Nome não encontrado
Proteína animal,g,-,-,BRC0152N,Nome não encontrado
