componente,unidade,Valor por 100g,Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1598,223,BRC0031R,Nome não encontrado
Energia,kcal,377,52,BRC0031R,Nome não encontrado
Umidade,g,"3,85","0,54",BRC0031R,Nome não encontrado
Carboidrato total,g,"66,1","9,26",BRC0031R,Nome não encontrado
Carboidrato disponível,g,"62,5","8,76",BRC0031R,Nome não encontrado
Proteína,g,"26,7","3,73",BRC0031R,Nome não encontrado
Lipídios,g,"1,43","0,20",BRC0031R,Nome não encontrado
Fibra alimentar,g,"3,59","0,50",BRC0031R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0031R,Nome não encontrado
Cinzas,g,"1,94","0,27",BRC0031R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0031R,Nome não encontrado
Ácidos graxos saturados,g,"1,43","0,20",BRC0031R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0031R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0031R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0031R,Nome não encontrado
Cálcio,mg,"16,4","2,29",BRC0031R,Nome não encontrado
Ferro,mg,"0,48","0,07",BRC0031R,Nome não encontrado
Sódio,mg,"18,8","2,63",BRC0031R,Nome não encontrado
Magnésio,mg,"8,44","1,18",BRC0031R,Nome não encontrado
Fósforo,mg,"5,31","0,74",BRC0031R,Nome não encontrado
Potássio,mg,"28,9","4,04",BRC0031R,Nome não encontrado
Manganês,mg,"0,07","0,01",BRC0031R,Nome não encontrado
Zinco,mg,"0,10","0,01",BRC0031R,Nome não encontrado
Cobre,mg,"0,24","0,03",BRC0031R,Nome não encontrado
Selênio,mcg,,,BRC0031R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0031R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0031R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0031R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0031R,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0031R,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0031R,Nome não encontrado
Niacina,mg,traços,traços,BRC0031R,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0031R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0031R,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0031R,Nome não encontrado
Equivalente de folato,mcg,"1,99","0,28",BRC0031R,Nome não encontrado
Sal de adição,g,,,BRC0031R,Nome não encontrado
Açúcar de adição,g,,,BRC0031R,Nome não encontrado
Gordura de adição,g,,,BRC0031R,Nome não encontrado
Proteína vegetal,g,,,BRC0031R,Nome não encontrado
Proteína animal,g,,,BRC0031R,Nome não encontrado
