componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2352,705,BRC0052K,Nome não encontrado
Energia,kcal,564,169,BRC0052K,Nome não encontrado
Umidade,g,"1,21","0,36",BRC0052K,Nome não encontrado
Carboidrato total,g,"55,4","16,6",BRC0052K,Nome não encontrado
Carboidrato disponível,g,"55,4","16,6",BRC0052K,Nome não encontrado
Proteína,g,"7,41","2,22",BRC0052K,Nome não encontrado
Lipídios,g,"34,2","10,3",BRC0052K,Nome não encontrado
Fibra alimentar,g,"2,46","0,74",BRC0052K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0052K,Nome não encontrado
Cinzas,g,"1,81","0,54",BRC0052K,Nome não encontrado
Colesterol,mg,"15,5","4,65",BRC0052K,Nome não encontrado
Ácidos graxos saturados,g,"14,1","4,23",BRC0052K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,30","2,79",BRC0052K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,20","0,96",BRC0052K,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,06",BRC0052K,Nome não encontrado
Cálcio,mg,171,"51,4",BRC0052K,Nome não encontrado
Ferro,mg,"1,47","0,44",BRC0052K,Nome não encontrado
Sódio,mg,"64,1","19,2",BRC0052K,Nome não encontrado
Magnésio,mg,"79,6","23,9",BRC0052K,Nome não encontrado
Fósforo,mg,302,"90,8",BRC0052K,Nome não encontrado
Potássio,mg,430,129,BRC0052K,Nome não encontrado
Manganês,mg,"0,36","0,11",BRC0052K,Nome não encontrado
Zinco,mg,"1,30","0,39",BRC0052K,Nome não encontrado
Cobre,mg,"0,45","0,14",BRC0052K,Nome não encontrado
Selênio,mcg,,,BRC0052K,Nome não encontrado
Vitamina A (RE),mcg,"36,0","10,8",BRC0052K,Nome não encontrado
Vitamina A (RAE),mcg,"36,0","10,8",BRC0052K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0052K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,12","0,94",BRC0052K,Nome não encontrado
Tiamina,mg,traços,traços,BRC0052K,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0052K,Nome não encontrado
Niacina,mg,traços,traços,BRC0052K,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0052K,Nome não encontrado
Vitamina B12,mcg,"0,67","0,20",BRC0052K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0052K,Nome não encontrado
Equivalente de folato,mcg,"13,0","3,91",BRC0052K,Nome não encontrado
Sal de adição,g,,,BRC0052K,Nome não encontrado
Açúcar de adição,g,,,BRC0052K,Nome não encontrado
Gordura de adição,g,,,BRC0052K,Nome não encontrado
Proteína vegetal,g,,,BRC0052K,Nome não encontrado
Proteína animal,g,,,BRC0052K,Nome não encontrado
