componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,430,236,171,BRC0547A,Nome não encontrado
Energia,kcal,102,56,40,BRC0547A,Nome não encontrado
Umidade,g,"76,3","42,0","30,5",BRC0547A,Nome não encontrado
Carboidrato total,g,"18,0","9,91","7,21",BRC0547A,Nome não encontrado
Carboidrato disponível,g,"15,6","8,56","6,23",BRC0547A,Nome não encontrado
Proteína,g,"2,55","1,40","1,02",BRC0547A,Nome não encontrado
Lipídios,g,"2,77","1,52","1,11",BRC0547A,Nome não encontrado
Fibra alimentar,g,"2,45","1,35","0,98",BRC0547A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Cinzas,g,"0,44","0,24","0,18",BRC0547A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,28","0,21",BRC0547A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,71","0,39","0,28",BRC0547A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,46","0,80","0,58",BRC0547A,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02","0,02",BRC0547A,Nome não encontrado
Cálcio,mg,"16,7","9,18","6,68",BRC0547A,Nome não encontrado
Ferro,mg,"0,25","0,14","0,10",BRC0547A,Nome não encontrado
Sódio,mg,"1,07","0,59","0,43",BRC0547A,Nome não encontrado
Magnésio,mg,"20,5","11,3","8,21",BRC0547A,Nome não encontrado
Fósforo,mg,"42,7","23,5","17,1",BRC0547A,Nome não encontrado
Potássio,mg,"93,8","51,6","37,5",BRC0547A,Nome não encontrado
Manganês,mg,"0,21","0,12","0,08",BRC0547A,Nome não encontrado
Zinco,mg,"0,27","0,15","0,11",BRC0547A,Nome não encontrado
Cobre,mg,"0,04","0,02","0,02",BRC0547A,Nome não encontrado
Selênio,mcg,"0,67","0,37","0,27",BRC0547A,Nome não encontrado
Vitamina A (RE),mcg,"90,8","49,9","36,3",BRC0547A,Nome não encontrado
Vitamina A (RAE),mcg,"45,4","25,0","18,2",BRC0547A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,87","0,48","0,35",BRC0547A,Nome não encontrado
Tiamina,mg,"0,07","0,04","0,03",BRC0547A,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0547A,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0547A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Vitamina C,mg,"12,3","6,77","4,92",BRC0547A,Nome não encontrado
Equivalente de folato,mcg,"24,2","13,3","9,69",BRC0547A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0547A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0547A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0547A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0547A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0547A,Nome não encontrado
