componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,191,458,315,BRC0050C,Nome não encontrado
Energia,kcal,45,108,74,BRC0050C,Nome não encontrado
Umidade,g,"88,4",212,145,BRC0050C,Nome não encontrado
Carboidrato total,g,"10,7","25,8","17,7",BRC0050C,Nome não encontrado
Carboidrato disponível,g,"10,1","24,3","16,7",BRC0050C,Nome não encontrado
Proteína,g,"0,40","0,97","0,67",BRC0050C,Nome não encontrado
Lipídios,g,"0,20","0,48","0,33",BRC0050C,Nome não encontrado
Fibra alimentar,g,"0,63","1,50","1,03",BRC0050C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Cinzas,g,"0,29","0,70","0,48",BRC0050C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0050C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0050C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0050C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Cálcio,mg,"0,80","1,91","1,31",BRC0050C,Nome não encontrado
Ferro,mg,"0,19","0,45","0,31",BRC0050C,Nome não encontrado
Sódio,mg,"38,4","92,2","63,4",BRC0050C,Nome não encontrado
Magnésio,mg,"8,62","20,7","14,2",BRC0050C,Nome não encontrado
Fósforo,mg,"10,2","24,6","16,9",BRC0050C,Nome não encontrado
Potássio,mg,108,259,178,BRC0050C,Nome não encontrado
Manganês,mg,"0,07","0,17","0,12",BRC0050C,Nome não encontrado
Zinco,mg,"0,09","0,22","0,15",BRC0050C,Nome não encontrado
Cobre,mg,"0,04","0,10","0,07",BRC0050C,Nome não encontrado
Selênio,mcg,,,,BRC0050C,Nome não encontrado
Vitamina A (RE),mcg,"13,9","33,4","22,9",BRC0050C,Nome não encontrado
Vitamina A (RAE),mcg,"6,95","16,7","11,5",BRC0050C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0050C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0050C,Nome não encontrado
Riboflavina,mg,"0,03","0,08","0,05",BRC0050C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0050C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0050C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Vitamina C,mg,161,386,265,BRC0050C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0050C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0050C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0050C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0050C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0050C,Nome não encontrado
