componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,204,203,BRC0022G,Nome não encontrado
Energia,kcal,48,48,BRC0022G,Nome não encontrado
Umidade,g,"87,5","87,5",BRC0022G,Nome não encontrado
Carboidrato total,g,"7,04","7,04",BRC0022G,Nome não encontrado
Carboidrato disponível,g,"7,04","7,04",BRC0022G,Nome não encontrado
Proteína,g,"4,04","4,04",BRC0022G,Nome não encontrado
Lipídios,g,"0,42","0,42",BRC0022G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0022G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0022G,Nome não encontrado
Cinzas,g,"0,97","0,97",BRC0022G,Nome não encontrado
Colesterol,mg,"4,41","4,41",BRC0022G,Nome não encontrado
Ácidos graxos saturados,g,"0,27","0,27",BRC0022G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,13","0,13",BRC0022G,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0022G,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0022G,Nome não encontrado
Cálcio,mg,181,181,BRC0022G,Nome não encontrado
Ferro,mg,traços,traços,BRC0022G,Nome não encontrado
Sódio,mg,"68,9","68,9",BRC0022G,Nome não encontrado
Magnésio,mg,"13,8","13,8",BRC0022G,Nome não encontrado
Fósforo,mg,126,126,BRC0022G,Nome não encontrado
Potássio,mg,210,210,BRC0022G,Nome não encontrado
Manganês,mg,traços,traços,BRC0022G,Nome não encontrado
Zinco,mg,"0,59","0,59",BRC0022G,Nome não encontrado
Cobre,mg,traços,traços,BRC0022G,Nome não encontrado
Selênio,mcg,"1,70","1,70",BRC0022G,Nome não encontrado
Vitamina A (RE),mcg,"4,64","4,64",BRC0022G,Nome não encontrado
Vitamina A (RAE),mcg,"4,64","4,64",BRC0022G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0022G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0022G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0022G,Nome não encontrado
Riboflavina,mg,"0,25","0,25",BRC0022G,Nome não encontrado
Niacina,mg,traços,traços,BRC0022G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0022G,Nome não encontrado
Vitamina B12,mcg,"0,51","0,51",BRC0022G,Nome não encontrado
Vitamina C,mg,"0,40","0,40",BRC0022G,Nome não encontrado
Equivalente de folato,mcg,"10,1","10,1",BRC0022G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0022G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0022G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0022G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0022G,Nome não encontrado
Proteína animal,g,"4,04","4,04",BRC0022G,Nome não encontrado
