componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,284,39,22,BRC0240B,Nome não encontrado
Energia,kcal,68,9,5,BRC0240B,Nome não encontrado
Umidade,g,"81,4","11,4","6,51",BRC0240B,Nome não encontrado
Carboidrato total,g,"9,79","1,37","0,78",BRC0240B,Nome não encontrado
Carboidrato disponível,g,"2,97","0,42","0,24",BRC0240B,Nome não encontrado
Proteína,g,"4,45","0,62","0,36",BRC0240B,Nome não encontrado
Lipídios,g,"2,79","0,39","0,22",BRC0240B,Nome não encontrado
Fibra alimentar,g,"6,81","0,95","0,55",BRC0240B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0240B,Nome não encontrado
Cinzas,g,"1,57","0,22","0,13",BRC0240B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0240B,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,07","0,04",BRC0240B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,06","0,04",BRC0240B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,20","0,11",BRC0240B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0240B,Nome não encontrado
Cálcio,mg,154,"21,6","12,4",BRC0240B,Nome não encontrado
Ferro,mg,"2,88","0,40","0,23",BRC0240B,Nome não encontrado
Sódio,mg,129,"18,2","10,4",BRC0240B,Nome não encontrado
Magnésio,mg,"45,1","6,32","3,61",BRC0240B,Nome não encontrado
Fósforo,mg,"82,8","11,6","6,62",BRC0240B,Nome não encontrado
Potássio,mg,450,"63,1","36,0",BRC0240B,Nome não encontrado
Manganês,mg,"1,00","0,14","0,08",BRC0240B,Nome não encontrado
Zinco,mg,"0,98","0,14","0,08",BRC0240B,Nome não encontrado
Cobre,mg,"0,25","0,03","0,02",BRC0240B,Nome não encontrado
Selênio,mcg,"0,62","0,09","0,05",BRC0240B,Nome não encontrado
Vitamina A (RE),mcg,1313,183,105,BRC0240B,Nome não encontrado
Vitamina A (RAE),mcg,656,"91,9","52,5",BRC0240B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0240B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,47","0,63","0,36",BRC0240B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0240B,Nome não encontrado
Riboflavina,mg,"0,13","0,02","0,01",BRC0240B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0240B,Nome não encontrado
Vitamina B6,mg,"0,14","0,02","0,01",BRC0240B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0240B,Nome não encontrado
Vitamina C,mg,"16,6","2,32","1,33",BRC0240B,Nome não encontrado
Equivalente de folato,mcg,"99,9","14,0","7,99",BRC0240B,Nome não encontrado
Sal de adição,g,"0,32","0,04","0,03",BRC0240B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0240B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0240B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0240B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0240B,Nome não encontrado
