componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,678,406,BRC0004M,Nome não encontrado
Energia,kcal,161,96,BRC0004M,Nome não encontrado
Umidade,g,"64,0","38,4",BRC0004M,Nome não encontrado
Carboidrato total,g,"28,1","16,9",BRC0004M,Nome não encontrado
Carboidrato disponível,g,"28,1","16,9",BRC0004M,Nome não encontrado
Proteína,g,"3,19","1,91",BRC0004M,Nome não encontrado
Lipídios,g,"3,95","2,37",BRC0004M,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0004M,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0004M,Nome não encontrado
Cinzas,g,"0,75","0,45",BRC0004M,Nome não encontrado
Colesterol,mg,"13,0","7,80",BRC0004M,Nome não encontrado
Ácidos graxos saturados,g,"2,01","1,20",BRC0004M,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,98","0,59",BRC0004M,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19","0,11",BRC0004M,Nome não encontrado
Ácidos graxos trans,g,"0,22","0,13",BRC0004M,Nome não encontrado
Cálcio,mg,110,"66,0",BRC0004M,Nome não encontrado
Ferro,mg,"0,10","0,06",BRC0004M,Nome não encontrado
Sódio,mg,"47,0","28,2",BRC0004M,Nome não encontrado
Magnésio,mg,"11,0","6,60",BRC0004M,Nome não encontrado
Fósforo,mg,"91,0","54,6",BRC0004M,Nome não encontrado
Potássio,mg,173,103,BRC0004M,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0004M,Nome não encontrado
Zinco,mg,"0,39","0,23",BRC0004M,Nome não encontrado
Cobre,mg,"0,02","0,01",BRC0004M,Nome não encontrado
Selênio,mcg,,,BRC0004M,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0004M,Nome não encontrado
Vitamina A (RAE),mcg,"81,0","48,6",BRC0004M,Nome não encontrado
Vitamina D,mcg,,,BRC0004M,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0004M,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0004M,Nome não encontrado
Riboflavina,mg,"0,20","0,12",BRC0004M,Nome não encontrado
Niacina,mg,"0,13","0,08",BRC0004M,Nome não encontrado
Vitamina B6,mg,"0,05","0,03",BRC0004M,Nome não encontrado
Vitamina B12,mcg,"0,49","0,29",BRC0004M,Nome não encontrado
Vitamina C,mg,"1,50","0,90",BRC0004M,Nome não encontrado
Equivalente de folato,mcg,,,BRC0004M,Nome não encontrado
Sal de adição,g,,,BRC0004M,Nome não encontrado
Açúcar de adição,g,,,BRC0004M,Nome não encontrado
Gordura de adição,g,,,BRC0004M,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0004M,Nome não encontrado
Proteína animal,g,"3,19","1,91",BRC0004M,Nome não encontrado
