componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,139,BRC1095B,Nome não encontrado
Energia,kcal,34,BRC1095B,Nome não encontrado
Umidade,g,"93,9",BRC1095B,Nome não encontrado
Carboidrato total,g,"1,99",BRC1095B,Nome não encontrado
Carboidrato disponível,g,"0,65",BRC1095B,Nome não encontrado
Proteína,g,"0,83",BRC1095B,Nome não encontrado
Lipídios,g,"2,78",BRC1095B,Nome não encontrado
Fibra alimentar,g,"1,34",BRC1095B,Nome não encontrado
Álcool,g,"0,00",BRC1095B,Nome não encontrado
Cinzas,g,"0,73",BRC1095B,Nome não encontrado
Colesterol,mg,"0,00",BRC1095B,Nome não encontrado
Ácidos graxos saturados,g,"0,50",BRC1095B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,96",BRC1095B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35",BRC1095B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1095B,Nome não encontrado
Cálcio,mg,"20,5",BRC1095B,Nome não encontrado
Ferro,mg,"0,45",BRC1095B,Nome não encontrado
Sódio,mg,"1,74",BRC1095B,Nome não encontrado
Magnésio,mg,"10,4",BRC1095B,Nome não encontrado
Fósforo,mg,"17,4",BRC1095B,Nome não encontrado
Potássio,mg,212,BRC1095B,Nome não encontrado
Manganês,mg,"0,19",BRC1095B,Nome não encontrado
Zinco,mg,"0,19",BRC1095B,Nome não encontrado
Cobre,mg,"0,04",BRC1095B,Nome não encontrado
Selênio,mcg,"0,14",BRC1095B,Nome não encontrado
Vitamina A (RE),mcg,147,BRC1095B,Nome não encontrado
Vitamina A (RAE),mcg,"74,0",BRC1095B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1095B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58",BRC1095B,Nome não encontrado
Tiamina,mg,"0,04",BRC1095B,Nome não encontrado
Riboflavina,mg,"0,06",BRC1095B,Nome não encontrado
Niacina,mg,"0,37",BRC1095B,Nome não encontrado
Vitamina B6,mg,"0,01",BRC1095B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1095B,Nome não encontrado
Vitamina C,mg,"10,2",BRC1095B,Nome não encontrado
Equivalente de folato,mcg,"13,6",BRC1095B,Nome não encontrado
Sal de adição,g,"0,00",BRC1095B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1095B,Nome não encontrado
Gordura de adição,g,-,BRC1095B,Nome não encontrado
Proteína vegetal,g,-,BRC1095B,Nome não encontrado
Proteína animal,g,-,BRC1095B,Nome não encontrado
