componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,406,223,BRC0489N,Nome não encontrado
Energia,kcal,97,53,BRC0489N,Nome não encontrado
Umidade,g,"78,0","42,9",BRC0489N,Nome não encontrado
Carboidrato total,g,"5,37","2,96",BRC0489N,Nome não encontrado
Carboidrato disponível,g,"4,45","2,45",BRC0489N,Nome não encontrado
Proteína,g,"13,2","7,27",BRC0489N,Nome não encontrado
Lipídios,g,"2,67","1,47",BRC0489N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0489N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0489N,Nome não encontrado
Cinzas,g,"0,74","0,41",BRC0489N,Nome não encontrado
Colesterol,mg,"44,7","24,6",BRC0489N,Nome não encontrado
Ácidos graxos saturados,g,"1,11","0,61",BRC0489N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,10","0,61",BRC0489N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,08",BRC0489N,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,02",BRC0489N,Nome não encontrado
Cálcio,mg,"9,15","5,03",BRC0489N,Nome não encontrado
Ferro,mg,"1,21","0,66",BRC0489N,Nome não encontrado
Sódio,mg,"23,1","12,7",BRC0489N,Nome não encontrado
Magnésio,mg,"13,9","7,63",BRC0489N,Nome não encontrado
Fósforo,mg,115,"63,3",BRC0489N,Nome não encontrado
Potássio,mg,261,143,BRC0489N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0489N,Nome não encontrado
Zinco,mg,"2,96","1,63",BRC0489N,Nome não encontrado
Cobre,mg,"0,08","0,04",BRC0489N,Nome não encontrado
Selênio,mcg,"0,24","0,13",BRC0489N,Nome não encontrado
Vitamina A (RE),mcg,150,"82,9",BRC0489N,Nome não encontrado
Vitamina A (RAE),mcg,"75,6","41,6",BRC0489N,Nome não encontrado
Vitamina D,mcg,,,BRC0489N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,19",BRC0489N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0489N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0489N,Nome não encontrado
Niacina,mg,"1,88","1,04",BRC0489N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0489N,Nome não encontrado
Vitamina B12,mcg,"1,47","0,81",BRC0489N,Nome não encontrado
Vitamina C,mg,"3,70","2,04",BRC0489N,Nome não encontrado
Equivalente de folato,mcg,"8,66","4,76",BRC0489N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0489N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0489N,Nome não encontrado
Gordura de adição,g,-,-,BRC0489N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0489N,Nome não encontrado
Proteína animal,g,-,-,BRC0489N,Nome não encontrado
