componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,304,BRC0270C,Nome não encontrado
Energia,kcal,73,BRC0270C,Nome não encontrado
Umidade,g,"82,7",BRC0270C,Nome não encontrado
Carboidrato total,g,"13,3",BRC0270C,Nome não encontrado
Carboidrato disponível,g,"9,37",BRC0270C,Nome não encontrado
Proteína,g,"0,91",BRC0270C,Nome não encontrado
Lipídios,g,"2,64",BRC0270C,Nome não encontrado
Fibra alimentar,g,"3,91",BRC0270C,Nome não encontrado
Álcool,g,"0,00",BRC0270C,Nome não encontrado
Cinzas,g,"0,44",BRC0270C,Nome não encontrado
Colesterol,mg,"0,00",BRC0270C,Nome não encontrado
Ácidos graxos saturados,g,"0,55",BRC0270C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,74",BRC0270C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,16",BRC0270C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0270C,Nome não encontrado
Cálcio,mg,"13,5",BRC0270C,Nome não encontrado
Ferro,mg,"0,41",BRC0270C,Nome não encontrado
Sódio,mg,"1,08",BRC0270C,Nome não encontrado
Magnésio,mg,"19,0",BRC0270C,Nome não encontrado
Fósforo,mg,"19,3",BRC0270C,Nome não encontrado
Potássio,mg,184,BRC0270C,Nome não encontrado
Manganês,mg,"3,85",BRC0270C,Nome não encontrado
Zinco,mg,"0,18",BRC0270C,Nome não encontrado
Cobre,mg,"0,14",BRC0270C,Nome não encontrado
Selênio,mcg,"0,53",BRC0270C,Nome não encontrado
Vitamina A (RE),mcg,"89,7",BRC0270C,Nome não encontrado
Vitamina A (RAE),mcg,"44,9",BRC0270C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0270C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"7,59",BRC0270C,Nome não encontrado
Tiamina,mg,"0,01",BRC0270C,Nome não encontrado
Riboflavina,mg,"0,04",BRC0270C,Nome não encontrado
Niacina,mg,"0,00",BRC0270C,Nome não encontrado
Vitamina B6,mg,"0,08",BRC0270C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0270C,Nome não encontrado
Vitamina C,mg,"29,9",BRC0270C,Nome não encontrado
Equivalente de folato,mcg,"16,0",BRC0270C,Nome não encontrado
Sal de adição,g,"0,00",BRC0270C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0270C,Nome não encontrado
Gordura de adição,g,-,BRC0270C,Nome não encontrado
Proteína vegetal,g,-,BRC0270C,Nome não encontrado
Proteína animal,g,-,BRC0270C,Nome não encontrado
